We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [`@+%|] = [{&$]: AB + CD = EFG  (r.len=3, sym=['A', 'B', 'C', 'D', 'E', 'F', 'G'], |sym|=7)
fact1 ['{+@`] = [{{`]: HE + BA = EEA  (r.len=3, sym=['A', 'B', 'E', 'H'], |sym|=4)
fact2 [`'*#@] = [`'#@]: AH * JB = AHJB  (r.len=4, sym=['A', 'B', 'H', 'J'], |sym|=4)
fact3 [''+%'] = [##]: HH + CH = JJ  (r.len=2, sym=['C', 'H', 'J'], |sym|=3)
  R1879: concat(37,54) = 3754 -> J=5,H=7,B=4,A=3
  R1880: concat(37,56) = 3756 -> J=5,H=7,B=6,A=3
  R1881: concat(37,58) = 3758 -> J=5,H=7,B=8,A=3
  R1882: concat(37,59) = 3759 -> J=5,H=7,B=9,A=3
  R1883: concat(37,60) = 3760 -> J=6,H=7,B=0,A=3
  R1884: concat(37,61) = 3761 -> J=6,H=7,B=1,A=3
  R1885: concat(37,62) = 3762 -> J=6,H=7,B=2,A=3
  R1886: concat(37,64) = 3764 -> J=6,H=7,B=4,A=3
  R1887: concat(37,65) = 3765 -> J=6,H=7,B=5,A=3
  R1888: concat(37,68) = 3768 -> J=6,H=7,B=8,A=3
  R1889: concat(37,69) = 3769 -> J=6,H=7,B=9,A=3
  R1890: concat(37,80) = 3780 -> J=8,H=7,B=0,A=3
  R1891: concat(37,81) = 3781 -> J=8,H=7,B=1,A=3
  R1892: concat(37,82) = 3782 -> J=8,H=7,B=2,A=3
  R1893: concat(37,84) = 3784 -> J=8,H=7,B=4,A=3
  R1894: concat(37,85) = 3785 -> J=8,H=7,B=5,A=3
  R1895: concat(37,86) = 3786 -> J=8,H=7,B=6,A=3
  R1896: concat(37,89) = 3789 -> J=8,H=7,B=9,A=3
  R1897: concat(37,90) = 3790 -> J=9,H=7,B=0,A=3
  R1898: concat(37,91) = 3791 -> J=9,H=7,B=1,A=3
  R1899: concat(37,92) = 3792 -> J=9,H=7,B=2,A=3
  R1900: concat(37,94) = 3794 -> J=9,H=7,B=4,A=3
  R1901: concat(37,95) = 3795 -> J=9,H=7,B=5,A=3
  R1902: concat(37,96) = 3796 -> J=9,H=7,B=6,A=3
  R1903: concat(37,98) = 3798 -> J=9,H=7,B=8,A=3
  R1904: concat(38,01) = 3801 -> J=0,H=8,B=1,A=3
  R1905: concat(38,02) = 3802 -> J=0,H=8,B=2,A=3
  R1906: concat(38,04) = 3804 -> J=0,H=8,B=4,A=3
  R1907: concat(38,05) = 3805 -> J=0,H=8,B=5,A=3
  R1908: concat(38,06) = 3806 -> J=0,H=8,B=6,A=3
  R1909: concat(38,07) = 3807 -> J=0,H=8,B=7,A=3
  R1910: concat(38,09) = 3809 -> J=0,H=8,B=9,A=3
  R1911: concat(38,10) = 3810 -> J=1,H=8,B=0,A=3
  R1912: concat(38,12) = 3812 -> J=1,H=8,B=2,A=3
  R1913: concat(38,14) = 3814 -> J=1,H=8,B=4,A=3
  R1914: concat(38,15) = 3815 -> J=1,H=8,B=5,A=3
  R1915: concat(38,16) = 3816 -> J=1,H=8,B=6,A=3
  R1916: concat(38,17) = 3817 -> J=1,H=8,B=7,A=3
  R1917: concat(38,19) = 3819 -> J=1,H=8,B=9,A=3
  R1918: concat(38,20) = 3820 -> J=2,H=8,B=0,A=3
  R1919: concat(38,21) = 3821 -> J=2,H=8,B=1,A=3
  R1920: concat(38,24) = 3824 -> J=2,H=8,B=4,A=3
  R1921: concat(38,25) = 3825 -> J=2,H=8,B=5,A=3
  R1922: concat(38,26) = 3826 -> J=2,H=8,B=6,A=3
  R1923: concat(38,27) = 3827 -> J=2,H=8,B=7,A=3
  R1924: concat(38,29) = 3829 -> J=2,H=8,B=9,A=3
  R1925: concat(38,40) = 3840 -> J=4,H=8,B=0,A=3
  R1926: concat(38,41) = 3841 -> J=4,H=8,B=1,A=3
  R1927: concat(38,42) = 3842 -> J=4,H=8,B=2,A=3
  R1928: concat(38,45) = 3845 -> J=4,H=8,B=5,A=3
  R1929: concat(38,46) = 3846 -> J=4,H=8,B=6,A=3
  R1930: concat(38,47) = 3847 -> J=4,H=8,B=7,A=3
  R1931: concat(38,49) = 3849 -> J=4,H=8,B=9,A=3
  R1932: concat(38,50) = 3850 -> J=5,H=8,B=0,A=3
  R1933: concat(38,51) = 3851 -> J=5,H=8,B=1,A=3
  R1934: concat(38,52) = 3852 -> J=5,H=8,B=2,A=3
  R1935: concat(38,54) = 3854 -> J=5,H=8,B=4,A=3
  R1936: concat(38,56) = 3856 -> J=5,H=8,B=6,A=3
  R1937: concat(38,57) = 3857 -> J=5,H=8,B=7,A=3
  R1938: concat(38,59) = 3859 -> J=5,H=8,B=9,A=3
  R1939: concat(38,60) = 3860 -> J=6,H=8,B=0,A=3
  R1940: concat(38,61) = 3861 -> J=6,H=8,B=1,A=3
  R1941: concat(38,62) = 3862 -> J=6,H=8,B=2,A=3
  R1942: concat(38,64) = 3864 -> J=6,H=8,B=4,A=3
  R1943: concat(38,65) = 3865 -> J=6,H=8,B=5,A=3
  R1944: concat(38,67) = 3867 -> J=6,H=8,B=7,A=3
  R1945: concat(38,69) = 3869 -> J=6,H=8,B=9,A=3
  R1946: concat(38,70) = 3870 -> J=7,H=8,B=0,A=3
  R1947: concat(38,71) = 3871 -> J=7,H=8,B=1,A=3
  R1948: concat(38,72) = 3872 -> J=7,H=8,B=2,A=3
  R1949: concat(38,74) = 3874 -> J=7,H=8,B=4,A=3
  R1950: concat(38,75) = 3875 -> J=7,H=8,B=5,A=3
  R1951: concat(38,76) = 3876 -> J=7,H=8,B=6,A=3
  R1952: concat(38,79) = 3879 -> J=7,H=8,B=9,A=3
  R1953: concat(38,90) = 3890 -> J=9,H=8,B=0,A=3
  R1954: concat(38,91) = 3891 -> J=9,H=8,B=1,A=3
  R1955: concat(38,92) = 3892 -> J=9,H=8,B=2,A=3
  R1956: concat(38,94) = 3894 -> J=9,H=8,B=4,A=3
  R1957: concat(38,95) = 3895 -> J=9,H=8,B=5,A=3
  R1958: concat(38,96) = 3896 -> J=9,H=8,B=6,A=3
  R1959: concat(38,97) = 3897 -> J=9,H=8,B=7,A=3
  R1960: concat(39,01) = 3901 -> J=0,H=9,B=1,A=3
  R1961: concat(39,02) = 3902 -> J=0,H=9,B=2,A=3
  R1962: concat(39,04) = 3904 -> J=0,H=9,B=4,A=3
  R1963: concat(39,05) = 3905 -> J=0,H=9,B=5,A=3
  R1964: concat(39,06) = 3906 -> J=0,H=9,B=6,A=3
  R1965: concat(39,07) = 3907 -> J=0,H=9,B=7,A=3
  R1966: concat(39,08) = 3908 -> J=0,H=9,B=8,A=3
  R1967: concat(39,10) = 3910 -> J=1,H=9,B=0,A=3
  R1968: concat(39,12) = 3912 -> J=1,H=9,B=2,A=3
  R1969: concat(39,14) = 3914 -> J=1,H=9,B=4,A=3
  R1970: concat(39,15) = 3915 -> J=1,H=9,B=5,A=3
  R1971: concat(39,16) = 3916 -> J=1,H=9,B=6,A=3
  R1972: concat(39,17) = 3917 -> J=1,H=9,B=7,A=3
  R1973: concat(39,18) = 3918 -> J=1,H=9,B=8,A=3
  R1974: concat(39,20) = 3920 -> J=2,H=9,B=0,A=3
  R1975: concat(39,21) = 3921 -> J=2,H=9,B=1,A=3
  R1976: concat(39,24) = 3924 -> J=2,H=9,B=4,A=3
  R1977: concat(39,25) = 3925 -> J=2,H=9,B=5,A=3
  R1978: concat(39,26) = 3926 -> J=2,H=9,B=6,A=3
  R1979: concat(39,27) = 3927 -> J=2,H=9,B=7,A=3
  R1980: concat(39,28) = 3928 -> J=2,H=9,B=8,A=3
  R1981: concat(39,40) = 3940 -> J=4,H=9,B=0,A=3
  R1982: concat(39,41) = 3941 -> J=4,H=9,B=1,A=3
  R1983: concat(39,42) = 3942 -> J=4,H=9,B=2,A=3
  R1984: concat(39,45) = 3945 -> J=4,H=9,B=5,A=3
  R1985: concat(39,46) = 3946 -> J=4,H=9,B=6,A=3
  R1986: concat(39,47) = 3947 -> J=4,H=9,B=7,A=3
  R1987: concat(39,48) = 3948 -> J=4,H=9,B=8,A=3
  R1988: concat(39,50) = 3950 -> J=5,H=9,B=0,A=3
  R1989: concat(39,51) = 3951 -> J=5,H=9,B=1,A=3
  R1990: concat(39,52) = 3952 -> J=5,H=9,B=2,A=3
  R1991: concat(39,54) = 3954 -> J=5,H=9,B=4,A=3
  R1992: concat(39,56) = 3956 -> J=5,H=9,B=6,A=3
  R1993: concat(39,57) = 3957 -> J=5,H=9,B=7,A=3
  R1994: concat(39,58) = 3958 -> J=5,H=9,B=8,A=3
  R1995: concat(39,60) = 3960 -> J=6,H=9,B=0,A=3
  R1996: concat(39,61) = 3961 -> J=6,H=9,B=1,A=3
  R1997: concat(39,62) = 3962 -> J=6,H=9,B=2,A=3
  R1998: concat(39,64) = 3964 -> J=6,H=9,B=4,A=3
  R1999: concat(39,65) = 3965 -> J=6,H=9,B=5,A=3
  R2000: concat(39,67) = 3967 -> J=6,H=9,B=7,A=3
  R2001: concat(39,68) = 3968 -> J=6,H=9,B=8,A=3
  R2002: concat(39,70) = 3970 -> J=7,H=9,B=0,A=3
  R2003: concat(39,71) = 3971 -> J=7,H=9,B=1,A=3
  R2004: concat(39,72) = 3972 -> J=7,H=9,B=2,A=3
  R2005: concat(39,74) = 3974 -> J=7,H=9,B=4,A=3
  R2006: concat(39,75) = 3975 -> J=7,H=9,B=5,A=3
  R2007: concat(39,76) = 3976 -> J=7,H=9,B=6,A=3
  R2008: concat(39,78) = 3978 -> J=7,H=9,B=8,A=3
  R2009: concat(39,80) = 3980 -> J=8,H=9,B=0,A=3
  R2010: concat(39,81) = 3981 -> J=8,H=9,B=1,A=3
  R2011: concat(39,82) = 3982 -> J=8,H=9,B=2,A=3
  R2012: concat(39,84) = 3984 -> J=8,H=9,B=4,A=3
  R2013: concat(39,85) = 3985 -> J=8,H=9,B=5,A=3
  R2014: concat(39,86) = 3986 -> J=8,H=9,B=6,A=3
  R2015: concat(39,87) = 3987 -> J=8,H=9,B=7,A=3
  R2016: concat(40,12) = 4012 -> J=1,H=0,B=2,A=4
  R2017: concat(40,13) = 4013 -> J=1,H=0,B=3,A=4
  R2018: concat(40,15) = 4015 -> J=1,H=0,B=5,A=4
  R2019: concat(40,16) = 4016 -> J=1,H=0,B=6,A=4
  R2020: concat(40,17) = 4017 -> J=1,H=0,B=7,A=4
  R2021: concat(40,18) = 4018 -> J=1,H=0,B=8,A=4
  R2022: concat(40,19) = 4019 -> J=1,H=0,B=9,A=4
  R2023: concat(40,21) = 4021 -> J=2,H=0,B=1,A=4
  R2024: concat(40,23) = 4023 -> J=2,H=0,B=3,A=4
  R2025: concat(40,25) = 4025 -> J=2,H=0,B=5,A=4
  R2026: concat(40,26) = 4026 -> J=2,H=0,B=6,A=4
  R2027: concat(40,27) = 4027 -> J=2,H=0,B=7,A=4
  R2028: concat(40,28) = 4028 -> J=2,H=0,B=8,A=4
  R2029: concat(40,29) = 4029 -> J=2,H=0,B=9,A=4
  R2030: concat(40,31) = 4031 -> J=3,H=0,B=1,A=4
  R2031: concat(40,32) = 4032 -> J=3,H=0,B=2,A=4
  R2032: concat(40,35) = 4035 -> J=3,H=0,B=5,A=4
  R2033: concat(40,36) = 4036 -> J=3,H=0,B=6,A=4
  R2034: concat(40,37) = 4037 -> J=3,H=0,B=7,A=4
  R2035: concat(40,38) = 4038 -> J=3,H=0,B=8,A=4
  R2036: concat(40,39) = 4039 -> J=3,H=0,B=9,A=4
  R2037: concat(40,51) = 4051 -> J=5,H=0,B=1,A=4
  R2038: concat(40,52) = 4052 -> J=5,H=0,B=2,A=4
  R2039: concat(40,53) = 4053 -> J=5,H=0,B=3,A=4
  R2040: concat(40,56) = 4056 -> J=5,H=0,B=6,A=4
  R2041: concat(40,57) = 4057 -> J=5,H=0,B=7,A=4
  R2042: concat(40,58) = 4058 -> J=5,H=0,B=8,A=4
  R2043: concat(40,59) = 4059 -> J=5,H=0,B=9,A=4
  R2044: concat(40,61) = 4061 -> J=6,H=0,B=1,A=4
  R2045: concat(40,62) = 4062 -> J=6,H=0,B=2,A=4
  R2046: concat(40,63) = 4063 -> J=6,H=0,B=3,A=4
  R2047: concat(40,65) = 4065 -> J=6,H=0,B=5,A=4
  R2048: concat(40,67) = 4067 -> J=6,H=0,B=7,A=4
  R2049: concat(40,68) = 4068 -> J=6,H=0,B=8,A=4
  R2050: concat(40,69) = 4069 -> J=6,H=0,B=9,A=4
  R2051: concat(40,71) = 4071 -> J=7,H=0,B=1,A=4
  R2052: concat(40,72) = 4072 -> J=7,H=0,B=2,A=4
  R2053: concat(40,73) = 4073 -> J=7,H=0,B=3,A=4
  R2054: concat(40,75) = 4075 -> J=7,H=0,B=5,A=4
  R2055: concat(40,76) = 4076 -> J=7,H=0,B=6,A=4
  R2056: concat(40,78) = 4078 -> J=7,H=0,B=8,A=4
  R2057: concat(40,79) = 4079 -> J=7,H=0,B=9,A=4
  R2058: concat(40,81) = 4081 -> J=8,H=0,B=1,A=4
  R2059: concat(40,82) = 4082 -> J=8,H=0,B=2,A=4
  R2060: concat(40,83) = 4083 -> J=8,H=0,B=3,A=4
  R2061: concat(40,85) = 4085 -> J=8,H=0,B=5,A=4
  R2062: concat(40,86) = 4086 -> J=8,H=0,B=6,A=4
  R2063: concat(40,87) = 4087 -> J=8,H=0,B=7,A=4
  R2064: concat(40,89) = 4089 -> J=8,H=0,B=9,A=4
  R2065: concat(40,91) = 4091 -> J=9,H=0,B=1,A=4
  R2066: concat(40,92) = 4092 -> J=9,H=0,B=2,A=4
  R2067: concat(40,93) = 4093 -> J=9,H=0,B=3,A=4
  R2068: concat(40,95) = 4095 -> J=9,H=0,B=5,A=4
  R2069: concat(40,96) = 4096 -> J=9,H=0,B=6,A=4
  R2070: concat(40,97) = 4097 -> J=9,H=0,B=7,A=4
  R2071: concat(40,98) = 4098 -> J=9,H=0,B=8,A=4
  R2072: concat(41,02) = 4102 -> J=0,H=1,B=2,A=4
  R2073: concat(41,03) = 4103 -> J=0,H=1,B=3,A=4
  R2074: concat(41,05) = 4105 -> J=0,H=1,B=5,A=4
  R2075: concat(41,06) = 4106 -> J=0,H=1,B=6,A=4
  R2076: concat(41,07) = 4107 -> J=0,H=1,B=7,A=4
  R2077: concat(41,08) = 4108 -> J=0,H=1,B=8,A=4
  R2078: concat(41,09) = 4109 -> J=0,H=1,B=9,A=4
  R2079: concat(41,20) = 4120 -> J=2,H=1,B=0,A=4
  R2080: concat(41,23) = 4123 -> J=2,H=1,B=3,A=4
  R2081: concat(41,25) = 4125 -> J=2,H=1,B=5,A=4
  R2082: concat(41,26) = 4126 -> J=2,H=1,B=6,A=4
  R2083: concat(41,27) = 4127 -> J=2,H=1,B=7,A=4
  R2084: concat(41,28) = 4128 -> J=2,H=1,B=8,A=4
  R2085: concat(41,29) = 4129 -> J=2,H=1,B=9,A=4
  R2086: concat(41,30) = 4130 -> J=3,H=1,B=0,A=4
  R2087: concat(41,32) = 4132 -> J=3,H=1,B=2,A=4
  R2088: concat(41,35) = 4135 -> J=3,H=1,B=5,A=4
  R2089: concat(41,36) = 4136 -> J=3,H=1,B=6,A=4
  R2090: concat(41,37) = 4137 -> J=3,H=1,B=7,A=4
  R2091: concat(41,38) = 4138 -> J=3,H=1,B=8,A=4
  R2092: concat(41,39) = 4139 -> J=3,H=1,B=9,A=4
  R2093: concat(41,50) = 4150 -> J=5,H=1,B=0,A=4
  R2094: concat(41,52) = 4152 -> J=5,H=1,B=2,A=4
  R2095: concat(41,53) = 4153 -> J=5,H=1,B=3,A=4
  R2096: concat(41,56) = 4156 -> J=5,H=1,B=6,A=4
  R2097: concat(41,57) = 4157 -> J=5,H=1,B=7,A=4
  R2098: concat(41,58) = 4158 -> J=5,H=1,B=8,A=4
  R2099: concat(41,59) = 4159 -> J=5,H=1,B=9,A=4
  R2100: concat(41,60) = 4160 -> J=6,H=1,B=0,A=4
  R2101: concat(41,62) = 4162 -> J=6,H=1,B=2,A=4
  R2102: concat(41,63) = 4163 -> J=6,H=1,B=3,A=4
  R2103: concat(41,65) = 4165 -> J=6,H=1,B=5,A=4
  R2104: concat(41,67) = 4167 -> J=6,H=1,B=7,A=4
  R2105: concat(41,68) = 4168 -> J=6,H=1,B=8,A=4
  R2106: concat(41,69) = 4169 -> J=6,H=1,B=9,A=4
  R2107: concat(41,70) = 4170 -> J=7,H=1,B=0,A=4
  R2108: concat(41,72) = 4172 -> J=7,H=1,B=2,A=4
  R2109: concat(41,73) = 4173 -> J=7,H=1,B=3,A=4
  R2110: concat(41,75) = 4175 -> J=7,H=1,B=5,A=4
  R2111: concat(41,76) = 4176 -> J=7,H=1,B=6,A=4
  R2112: concat(41,78) = 4178 -> J=7,H=1,B=8,A=4
  R2113: concat(41,79) = 4179 -> J=7,H=1,B=9,A=4
  R2114: concat(41,80) = 4180 -> J=8,H=1,B=0,A=4
  R2115: concat(41,82) = 4182 -> J=8,H=1,B=2,A=4
  R2116: concat(41,83) = 4183 -> J=8,H=1,B=3,A=4
  R2117: concat(41,85) = 4185 -> J=8,H=1,B=5,A=4
  R2118: concat(41,86) = 4186 -> J=8,H=1,B=6,A=4
  R2119: concat(41,87) = 4187 -> J=8,H=1,B=7,A=4
  R2120: concat(41,89) = 4189 -> J=8,H=1,B=9,A=4
  R2121: concat(41,90) = 4190 -> J=9,H=1,B=0,A=4
  R2122: concat(41,92) = 4192 -> J=9,H=1,B=2,A=4
  R2123: concat(41,93) = 4193 -> J=9,H=1,B=3,A=4
  R2124: concat(41,95) = 4195 -> J=9,H=1,B=5,A=4
  R2125: concat(41,96) = 4196 -> J=9,H=1,B=6,A=4
  R2126: concat(41,97) = 4197 -> J=9,H=1,B=7,A=4
  R2127: concat(41,98) = 4198 -> J=9,H=1,B=8,A=4
  R2128: concat(42,01) = 4201 -> J=0,H=2,B=1,A=4
  R2129: concat(42,03) = 4203 -> J=0,H=2,B=3,A=4
  R2130: concat(42,05) = 4205 -> J=0,H=2,B=5,A=4
  R2131: concat(42,06) = 4206 -> J=0,H=2,B=6,A=4
  R2132: concat(42,07) = 4207 -> J=0,H=2,B=7,A=4
  R2133: concat(42,08) = 4208 -> J=0,H=2,B=8,A=4
  R2134: concat(42,09) = 4209 -> J=0,H=2,B=9,A=4
  R2135: concat(42,10) = 4210 -> J=1,H=2,B=0,A=4
  R2136: concat(42,13) = 4213 -> J=1,H=2,B=3,A=4
  R2137: concat(42,15) = 4215 -> J=1,H=2,B=5,A=4
  R2138: concat(42,16) = 4216 -> J=1,H=2,B=6,A=4
  R2139: concat(42,17) = 4217 -> J=1,H=2,B=7,A=4
  R2140: concat(42,18) = 4218 -> J=1,H=2,B=8,A=4
  R2141: concat(42,19) = 4219 -> J=1,H=2,B=9,A=4
  R2142: concat(42,30) = 4230 -> J=3,H=2,B=0,A=4
  R2143: concat(42,31) = 4231 -> J=3,H=2,B=1,A=4
  R2144: concat(42,35) = 4235 -> J=3,H=2,B=5,A=4
  R2145: concat(42,36) = 4236 -> J=3,H=2,B=6,A=4
  R2146: concat(42,37) = 4237 -> J=3,H=2,B=7,A=4
  R2147: concat(42,38) = 4238 -> J=3,H=2,B=8,A=4
  R2148: concat(42,39) = 4239 -> J=3,H=2,B=9,A=4
  R2149: concat(42,50) = 4250 -> J=5,H=2,B=0,A=4
  R2150: concat(42,51) = 4251 -> J=5,H=2,B=1,A=4
  R2151: concat(42,53) = 4253 -> J=5,H=2,B=3,A=4
  R2152: concat(42,56) = 4256 -> J=5,H=2,B=6,A=4
  R2153: concat(42,57) = 4257 -> J=5,H=2,B=7,A=4
  R2154: concat(42,58) = 4258 -> J=5,H=2,B=8,A=4
  R2155: concat(42,59) = 4259 -> J=5,H=2,B=9,A=4
  R2156: concat(42,60) = 4260 -> J=6,H=2,B=0,A=4
  R2157: concat(42,61) = 4261 -> J=6,H=2,B=1,A=4
  R2158: concat(42,63) = 4263 -> J=6,H=2,B=3,A=4
  R2159: concat(42,65) = 4265 -> J=6,H=2,B=5,A=4
  R2160: concat(42,67) = 4267 -> J=6,H=2,B=7,A=4
  R2161: concat(42,68) = 4268 -> J=6,H=2,B=8,A=4
  R2162: concat(42,69) = 4269 -> J=6,H=2,B=9,A=4
  R2163: concat(42,70) = 4270 -> J=7,H=2,B=0,A=4
  R2164: concat(42,71) = 4271 -> J=7,H=2,B=1,A=4
  R2165: concat(42,73) = 4273 -> J=7,H=2,B=3,A=4
  R2166: concat(42,75) = 4275 -> J=7,H=2,B=5,A=4
  R2167: concat(42,76) = 4276 -> J=7,H=2,B=6,A=4
  R2168: concat(42,78) = 4278 -> J=7,H=2,B=8,A=4
  R2169: concat(42,79) = 4279 -> J=7,H=2,B=9,A=4
  R2170: concat(42,80) = 4280 -> J=8,H=2,B=0,A=4
  R2171: concat(42,81) = 4281 -> J=8,H=2,B=1,A=4
  R2172: concat(42,83) = 4283 -> J=8,H=2,B=3,A=4
  R2173: concat(42,85) = 4285 -> J=8,H=2,B=5,A=4
  R2174: concat(42,86) = 4286 -> J=8,H=2,B=6,A=4
  R2175: concat(42,87) = 4287 -> J=8,H=2,B=7,A=4
  R2176: concat(42,89) = 4289 -> J=8,H=2,B=9,A=4
  R2177: concat(42,90) = 4290 -> J=9,H=2,B=0,A=4
  R2178: concat(42,91) = 4291 -> J=9,H=2,B=1,A=4
  R2179: concat(42,93) = 4293 -> J=9,H=2,B=3,A=4
  R2180: concat(42,95) = 4295 -> J=9,H=2,B=5,A=4
  R2181: concat(42,96) = 4296 -> J=9,H=2,B=6,A=4
  R2182: concat(42,97) = 4297 -> J=9,H=2,B=7,A=4
  R2183: concat(42,98) = 4298 -> J=9,H=2,B=8,A=4
  R2184: concat(43,01) = 4301 -> J=0,H=3,B=1,A=4
  R2185: concat(43,02) = 4302 -> J=0,H=3,B=2,A=4
  R2186: concat(43,05) = 4305 -> J=0,H=3,B=5,A=4
  R2187: concat(43,06) = 4306 -> J=0,H=3,B=6,A=4
  R2188: concat(43,07) = 4307 -> J=0,H=3,B=7,A=4
  R2189: concat(43,08) = 4308 -> J=0,H=3,B=8,A=4
  R2190: concat(43,09) = 4309 -> J=0,H=3,B=9,A=4
  R2191: concat(43,10) = 4310 -> J=1,H=3,B=0,A=4
  R2192: concat(43,12) = 4312 -> J=1,H=3,B=2,A=4
  R2193: concat(43,15) = 4315 -> J=1,H=3,B=5,A=4
  R2194: concat(43,16) = 4316 -> J=1,H=3,B=6,A=4
  R2195: concat(43,17) = 4317 -> J=1,H=3,B=7,A=4
  R2196: concat(43,18) = 4318 -> J=1,H=3,B=8,A=4
  R2197: concat(43,19) = 4319 -> J=1,H=3,B=9,A=4
  R2198: concat(43,20) = 4320 -> J=2,H=3,B=0,A=4
  R2199: concat(43,21) = 4321 -> J=2,H=3,B=1,A=4
  R2200: concat(43,25) = 4325 -> J=2,H=3,B=5,A=4
  R2201: concat(43,26) = 4326 -> J=2,H=3,B=6,A=4
  R2202: concat(43,27) = 4327 -> J=2,H=3,B=7,A=4
  R2203: concat(43,28) = 4328 -> J=2,H=3,B=8,A=4
  R2204: concat(43,29) = 4329 -> J=2,H=3,B=9,A=4
  R2205: concat(43,50) = 4350 -> J=5,H=3,B=0,A=4
  R2206: concat(43,51) = 4351 -> J=5,H=3,B=1,A=4
  R2207: concat(43,52) = 4352 -> J=5,H=3,B=2,A=4
  R2208: concat(43,56) = 4356 -> J=5,H=3,B=6,A=4
  R2209: concat(43,57) = 4357 -> J=5,H=3,B=7,A=4
  R2210: concat(43,58) = 4358 -> J=5,H=3,B=8,A=4
  R2211: concat(43,59) = 4359 -> J=5,H=3,B=9,A=4
  R2212: concat(43,60) = 4360 -> J=6,H=3,B=0,A=4
  R2213: concat(43,61) = 4361 -> J=6,H=3,B=1,A=4
  R2214: concat(43,62) = 4362 -> J=6,H=3,B=2,A=4
  R2215: concat(43,65) = 4365 -> J=6,H=3,B=5,A=4
  R2216: concat(43,67) = 4367 -> J=6,H=3,B=7,A=4
  R2217: concat(43,68) = 4368 -> J=6,H=3,B=8,A=4
  R2218: concat(43,69) = 4369 -> J=6,H=3,B=9,A=4
  R2219: concat(43,70) = 4370 -> J=7,H=3,B=0,A=4
  R2220: concat(43,71) = 4371 -> J=7,H=3,B=1,A=4
  R2221: concat(43,72) = 4372 -> J=7,H=3,B=2,A=4
  R2222: concat(43,75) = 4375 -> J=7,H=3,B=5,A=4
  R2223: concat(43,76) = 4376 -> J=7,H=3,B=6,A=4
  R2224: concat(43,78) = 4378 -> J=7,H=3,B=8,A=4
  R2225: concat(43,79) = 4379 -> J=7,H=3,B=9,A=4
  R2226: concat(43,80) = 4380 -> J=8,H=3,B=0,A=4
  R2227: concat(43,81) = 4381 -> J=8,H=3,B=1,A=4
  R2228: concat(43,82) = 4382 -> J=8,H=3,B=2,A=4
  R2229: concat(43,85) = 4385 -> J=8,H=3,B=5,A=4
  R2230: concat(43,86) = 4386 -> J=8,H=3,B=6,A=4
  R2231: concat(43,87) = 4387 -> J=8,H=3,B=7,A=4
  R2232: concat(43,89) = 4389 -> J=8,H=3,B=9,A=4
  R2233: concat(43,90) = 4390 -> J=9,H=3,B=0,A=4
  R2234: concat(43,91) = 4391 -> J=9,H=3,B=1,A=4
  R2235: concat(43,92) = 4392 -> J=9,H=3,B=2,A=4
  R2236: concat(43,95) = 4395 -> J=9,H=3,B=5,A=4
  R2237: concat(43,96) = 4396 -> J=9,H=3,B=6,A=4
  R2238: concat(43,97) = 4397 -> J=9,H=3,B=7,A=4
  R2239: concat(43,98) = 4398 -> J=9,H=3,B=8,A=4
  R2240: concat(45,01) = 4501 -> J=0,H=5,B=1,A=4
  R2241: concat(45,02) = 4502 -> J=0,H=5,B=2,A=4
  R2242: concat(45,03) = 4503 -> J=0,H=5,B=3,A=4
  R2243: concat(45,06) = 4506 -> J=0,H=5,B=6,A=4
  R2244: concat(45,07) = 4507 -> J=0,H=5,B=7,A=4
  R2245: concat(45,08) = 4508 -> J=0,H=5,B=8,A=4
  R2246: concat(45,09) = 4509 -> J=0,H=5,B=9,A=4
  R2247: concat(45,10) = 4510 -> J=1,H=5,B=0,A=4
  R2248: concat(45,12) = 4512 -> J=1,H=5,B=2,A=4
  R2249: concat(45,13) = 4513 -> J=1,H=5,B=3,A=4
  R2250: concat(45,16) = 4516 -> J=1,H=5,B=6,A=4
  R2251: concat(45,17) = 4517 -> J=1,H=5,B=7,A=4
  R2252: concat(45,18) = 4518 -> J=1,H=5,B=8,A=4
  R2253: concat(45,19) = 4519 -> J=1,H=5,B=9,A=4
  R2254: concat(45,20) = 4520 -> J=2,H=5,B=0,A=4
  R2255: concat(45,21) = 4521 -> J=2,H=5,B=1,A=4
  R2256: concat(45,23) = 4523 -> J=2,H=5,B=3,A=4
  R2257: concat(45,26) = 4526 -> J=2,H=5,B=6,A=4
  R2258: concat(45,27) = 4527 -> J=2,H=5,B=7,A=4
  R2259: concat(45,28) = 4528 -> J=2,H=5,B=8,A=4
  R2260: concat(45,29) = 4529 -> J=2,H=5,B=9,A=4
  R2261: concat(45,30) = 4530 -> J=3,H=5,B=0,A=4
  R2262: concat(45,31) = 4531 -> J=3,H=5,B=1,A=4
  R2263: concat(45,32) = 4532 -> J=3,H=5,B=2,A=4
  R2264: concat(45,36) = 4536 -> J=3,H=5,B=6,A=4
  R2265: concat(45,37) = 4537 -> J=3,H=5,B=7,A=4
  R2266: concat(45,38) = 4538 -> J=3,H=5,B=8,A=4
  R2267: concat(45,39) = 4539 -> J=3,H=5,B=9,A=4
  R2268: concat(45,60) = 4560 -> J=6,H=5,B=0,A=4
  R2269: concat(45,61) = 4561 -> J=6,H=5,B=1,A=4
