We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [!>*$$] = [|?|]: AB * CC = DED  (r.len=3, sym=['A', 'B', 'C', 'D', 'E'], |sym|=5)
fact1 [>&+$(] = [>&$(]: BF + CG = BFCG  (r.len=4, sym=['B', 'C', 'F', 'G'], |sym|=4)
fact2 [?|-&|] = [@[]: ED - FD = HJ  (r.len=2, sym=['D', 'E', 'F', 'H', 'J'], |sym|=5)
fact3 [>&+!@] = [>&!@]: BF + AH = BFAH  (r.len=4, sym=['A', 'B', 'F', 'H'], |sym|=4)
fact4 [(}-&[] = [-(!]: GK - FJ = -GA  (r.len=2 neg, sym=['A', 'F', 'G', 'J', 'K'], |sym|=5)
query [>(-&@]: BG - FH = ?

narrowing operator candidates by result length:
  '*' -> {mul, mul1, mulm1, add1, addm1}
  R780: concat(15,94) = 1594 -> C=9,F=5,G=4,B=1
  R781: concat(15,96) = 1596 -> C=9,F=5,G=6,B=1
  R782: concat(15,97) = 1597 -> C=9,F=5,G=7,B=1
  R783: concat(15,98) = 1598 -> C=9,F=5,G=8,B=1
  R784: concat(16,02) = 1602 -> C=0,F=6,G=2,B=1
  R785: concat(16,03) = 1603 -> C=0,F=6,G=3,B=1
  R786: concat(16,04) = 1604 -> C=0,F=6,G=4,B=1
  R787: concat(16,05) = 1605 -> C=0,F=6,G=5,B=1
  R788: concat(16,07) = 1607 -> C=0,F=6,G=7,B=1
  R789: concat(16,08) = 1608 -> C=0,F=6,G=8,B=1
  R790: concat(16,09) = 1609 -> C=0,F=6,G=9,B=1
  R791: concat(16,20) = 1620 -> C=2,F=6,G=0,B=1
  R792: concat(16,23) = 1623 -> C=2,F=6,G=3,B=1
  R793: concat(16,24) = 1624 -> C=2,F=6,G=4,B=1
  R794: concat(16,25) = 1625 -> C=2,F=6,G=5,B=1
  R795: concat(16,27) = 1627 -> C=2,F=6,G=7,B=1
  R796: concat(16,28) = 1628 -> C=2,F=6,G=8,B=1
  R797: concat(16,29) = 1629 -> C=2,F=6,G=9,B=1
  R798: concat(16,30) = 1630 -> C=3,F=6,G=0,B=1
  R799: concat(16,32) = 1632 -> C=3,F=6,G=2,B=1
  R800: concat(16,34) = 1634 -> C=3,F=6,G=4,B=1
  R801: concat(16,35) = 1635 -> C=3,F=6,G=5,B=1
  R802: concat(16,37) = 1637 -> C=3,F=6,G=7,B=1
  R803: concat(16,38) = 1638 -> C=3,F=6,G=8,B=1
  R804: concat(16,39) = 1639 -> C=3,F=6,G=9,B=1
  R805: concat(16,40) = 1640 -> C=4,F=6,G=0,B=1
  R806: concat(16,42) = 1642 -> C=4,F=6,G=2,B=1
  R807: concat(16,43) = 1643 -> C=4,F=6,G=3,B=1
  R808: concat(16,45) = 1645 -> C=4,F=6,G=5,B=1
  R809: concat(16,47) = 1647 -> C=4,F=6,G=7,B=1
  R810: concat(16,48) = 1648 -> C=4,F=6,G=8,B=1
  R811: concat(16,49) = 1649 -> C=4,F=6,G=9,B=1
  R812: concat(16,50) = 1650 -> C=5,F=6,G=0,B=1
  R813: concat(16,52) = 1652 -> C=5,F=6,G=2,B=1
  R814: concat(16,53) = 1653 -> C=5,F=6,G=3,B=1
  R815: concat(16,54) = 1654 -> C=5,F=6,G=4,B=1
  R816: concat(16,57) = 1657 -> C=5,F=6,G=7,B=1
  R817: concat(16,58) = 1658 -> C=5,F=6,G=8,B=1
  R818: concat(16,59) = 1659 -> C=5,F=6,G=9,B=1
  R819: concat(16,70) = 1670 -> C=7,F=6,G=0,B=1
  R820: concat(16,72) = 1672 -> C=7,F=6,G=2,B=1
  R821: concat(16,73) = 1673 -> C=7,F=6,G=3,B=1
  R822: concat(16,74) = 1674 -> C=7,F=6,G=4,B=1
  R823: concat(16,75) = 1675 -> C=7,F=6,G=5,B=1
  R824: concat(16,78) = 1678 -> C=7,F=6,G=8,B=1
  R825: concat(16,79) = 1679 -> C=7,F=6,G=9,B=1
  R826: concat(16,80) = 1680 -> C=8,F=6,G=0,B=1
  R827: concat(16,82) = 1682 -> C=8,F=6,G=2,B=1
  R828: concat(16,83) = 1683 -> C=8,F=6,G=3,B=1
  R829: concat(16,84) = 1684 -> C=8,F=6,G=4,B=1
  R830: concat(16,85) = 1685 -> C=8,F=6,G=5,B=1
  R831: concat(16,87) = 1687 -> C=8,F=6,G=7,B=1
  R832: concat(16,89) = 1689 -> C=8,F=6,G=9,B=1
  R833: concat(16,90) = 1690 -> C=9,F=6,G=0,B=1
  R834: concat(16,92) = 1692 -> C=9,F=6,G=2,B=1
  R835: concat(16,93) = 1693 -> C=9,F=6,G=3,B=1
  R836: concat(16,94) = 1694 -> C=9,F=6,G=4,B=1
  R837: concat(16,95) = 1695 -> C=9,F=6,G=5,B=1
  R838: concat(16,97) = 1697 -> C=9,F=6,G=7,B=1
  R839: concat(16,98) = 1698 -> C=9,F=6,G=8,B=1
  R840: concat(17,02) = 1702 -> C=0,F=7,G=2,B=1
  R841: concat(17,03) = 1703 -> C=0,F=7,G=3,B=1
  R842: concat(17,04) = 1704 -> C=0,F=7,G=4,B=1
  R843: concat(17,05) = 1705 -> C=0,F=7,G=5,B=1
  R844: concat(17,06) = 1706 -> C=0,F=7,G=6,B=1
  R845: concat(17,08) = 1708 -> C=0,F=7,G=8,B=1
  R846: concat(17,09) = 1709 -> C=0,F=7,G=9,B=1
  R847: concat(17,20) = 1720 -> C=2,F=7,G=0,B=1
  R848: concat(17,23) = 1723 -> C=2,F=7,G=3,B=1
  R849: concat(17,24) = 1724 -> C=2,F=7,G=4,B=1
  R850: concat(17,25) = 1725 -> C=2,F=7,G=5,B=1
  R851: concat(17,26) = 1726 -> C=2,F=7,G=6,B=1
  R852: concat(17,28) = 1728 -> C=2,F=7,G=8,B=1
  R853: concat(17,29) = 1729 -> C=2,F=7,G=9,B=1
  R854: concat(17,30) = 1730 -> C=3,F=7,G=0,B=1
  R855: concat(17,32) = 1732 -> C=3,F=7,G=2,B=1
  R856: concat(17,34) = 1734 -> C=3,F=7,G=4,B=1
  R857: concat(17,35) = 1735 -> C=3,F=7,G=5,B=1
  R858: concat(17,36) = 1736 -> C=3,F=7,G=6,B=1
  R859: concat(17,38) = 1738 -> C=3,F=7,G=8,B=1
  R860: concat(17,39) = 1739 -> C=3,F=7,G=9,B=1
  R861: concat(17,40) = 1740 -> C=4,F=7,G=0,B=1
  R862: concat(17,42) = 1742 -> C=4,F=7,G=2,B=1
  R863: concat(17,43) = 1743 -> C=4,F=7,G=3,B=1
  R864: concat(17,45) = 1745 -> C=4,F=7,G=5,B=1
  R865: concat(17,46) = 1746 -> C=4,F=7,G=6,B=1
  R866: concat(17,48) = 1748 -> C=4,F=7,G=8,B=1
  R867: concat(17,49) = 1749 -> C=4,F=7,G=9,B=1
  R868: concat(17,50) = 1750 -> C=5,F=7,G=0,B=1
  R869: concat(17,52) = 1752 -> C=5,F=7,G=2,B=1
  R870: concat(17,53) = 1753 -> C=5,F=7,G=3,B=1
  R871: concat(17,54) = 1754 -> C=5,F=7,G=4,B=1
  R872: concat(17,56) = 1756 -> C=5,F=7,G=6,B=1
  R873: concat(17,58) = 1758 -> C=5,F=7,G=8,B=1
  R874: concat(17,59) = 1759 -> C=5,F=7,G=9,B=1
  R875: concat(17,60) = 1760 -> C=6,F=7,G=0,B=1
  R876: concat(17,62) = 1762 -> C=6,F=7,G=2,B=1
  R877: concat(17,63) = 1763 -> C=6,F=7,G=3,B=1
  R878: concat(17,64) = 1764 -> C=6,F=7,G=4,B=1
  R879: concat(17,65) = 1765 -> C=6,F=7,G=5,B=1
  R880: concat(17,68) = 1768 -> C=6,F=7,G=8,B=1
  R881: concat(17,69) = 1769 -> C=6,F=7,G=9,B=1
  R882: concat(17,80) = 1780 -> C=8,F=7,G=0,B=1
  R883: concat(17,82) = 1782 -> C=8,F=7,G=2,B=1
  R884: concat(17,83) = 1783 -> C=8,F=7,G=3,B=1
  R885: concat(17,84) = 1784 -> C=8,F=7,G=4,B=1
  R886: concat(17,85) = 1785 -> C=8,F=7,G=5,B=1
  R887: concat(17,86) = 1786 -> C=8,F=7,G=6,B=1
  R888: concat(17,89) = 1789 -> C=8,F=7,G=9,B=1
  R889: concat(17,90) = 1790 -> C=9,F=7,G=0,B=1
  R890: concat(17,92) = 1792 -> C=9,F=7,G=2,B=1
  R891: concat(17,93) = 1793 -> C=9,F=7,G=3,B=1
  R892: concat(17,94) = 1794 -> C=9,F=7,G=4,B=1
  R893: concat(17,95) = 1795 -> C=9,F=7,G=5,B=1
  R894: concat(17,96) = 1796 -> C=9,F=7,G=6,B=1
  R895: concat(17,98) = 1798 -> C=9,F=7,G=8,B=1
  R896: concat(18,02) = 1802 -> C=0,F=8,G=2,B=1
  R897: concat(18,03) = 1803 -> C=0,F=8,G=3,B=1
  R898: concat(18,04) = 1804 -> C=0,F=8,G=4,B=1
  R899: concat(18,05) = 1805 -> C=0,F=8,G=5,B=1
  R900: concat(18,06) = 1806 -> C=0,F=8,G=6,B=1
  R901: concat(18,07) = 1807 -> C=0,F=8,G=7,B=1
  R902: concat(18,09) = 1809 -> C=0,F=8,G=9,B=1
  R903: concat(18,20) = 1820 -> C=2,F=8,G=0,B=1
  R904: concat(18,23) = 1823 -> C=2,F=8,G=3,B=1
  R905: concat(18,24) = 1824 -> C=2,F=8,G=4,B=1
  R906: concat(18,25) = 1825 -> C=2,F=8,G=5,B=1
  R907: concat(18,26) = 1826 -> C=2,F=8,G=6,B=1
  R908: concat(18,27) = 1827 -> C=2,F=8,G=7,B=1
  R909: concat(18,29) = 1829 -> C=2,F=8,G=9,B=1
  R910: concat(18,30) = 1830 -> C=3,F=8,G=0,B=1
  R911: concat(18,32) = 1832 -> C=3,F=8,G=2,B=1
  R912: concat(18,34) = 1834 -> C=3,F=8,G=4,B=1
  R913: concat(18,35) = 1835 -> C=3,F=8,G=5,B=1
  R914: concat(18,36) = 1836 -> C=3,F=8,G=6,B=1
  R915: concat(18,37) = 1837 -> C=3,F=8,G=7,B=1
  R916: concat(18,39) = 1839 -> C=3,F=8,G=9,B=1
  R917: concat(18,40) = 1840 -> C=4,F=8,G=0,B=1
  R918: concat(18,42) = 1842 -> C=4,F=8,G=2,B=1
  R919: concat(18,43) = 1843 -> C=4,F=8,G=3,B=1
  R920: concat(18,45) = 1845 -> C=4,F=8,G=5,B=1
  R921: concat(18,46) = 1846 -> C=4,F=8,G=6,B=1
  R922: concat(18,47) = 1847 -> C=4,F=8,G=7,B=1
  R923: concat(18,49) = 1849 -> C=4,F=8,G=9,B=1
  R924: concat(18,50) = 1850 -> C=5,F=8,G=0,B=1
  R925: concat(18,52) = 1852 -> C=5,F=8,G=2,B=1
  R926: concat(18,53) = 1853 -> C=5,F=8,G=3,B=1
  R927: concat(18,54) = 1854 -> C=5,F=8,G=4,B=1
  R928: concat(18,56) = 1856 -> C=5,F=8,G=6,B=1
  R929: concat(18,57) = 1857 -> C=5,F=8,G=7,B=1
  R930: concat(18,59) = 1859 -> C=5,F=8,G=9,B=1
  R931: concat(18,60) = 1860 -> C=6,F=8,G=0,B=1
  R932: concat(18,62) = 1862 -> C=6,F=8,G=2,B=1
  R933: concat(18,63) = 1863 -> C=6,F=8,G=3,B=1
  R934: concat(18,64) = 1864 -> C=6,F=8,G=4,B=1
  R935: concat(18,65) = 1865 -> C=6,F=8,G=5,B=1
  R936: concat(18,67) = 1867 -> C=6,F=8,G=7,B=1
  R937: concat(18,69) = 1869 -> C=6,F=8,G=9,B=1
  R938: concat(18,70) = 1870 -> C=7,F=8,G=0,B=1
  R939: concat(18,72) = 1872 -> C=7,F=8,G=2,B=1
  R940: concat(18,73) = 1873 -> C=7,F=8,G=3,B=1
  R941: concat(18,74) = 1874 -> C=7,F=8,G=4,B=1
  R942: concat(18,75) = 1875 -> C=7,F=8,G=5,B=1
  R943: concat(18,76) = 1876 -> C=7,F=8,G=6,B=1
  R944: concat(18,79) = 1879 -> C=7,F=8,G=9,B=1
  R945: concat(18,90) = 1890 -> C=9,F=8,G=0,B=1
  R946: concat(18,92) = 1892 -> C=9,F=8,G=2,B=1
  R947: concat(18,93) = 1893 -> C=9,F=8,G=3,B=1
  R948: concat(18,94) = 1894 -> C=9,F=8,G=4,B=1
  R949: concat(18,95) = 1895 -> C=9,F=8,G=5,B=1
  R950: concat(18,96) = 1896 -> C=9,F=8,G=6,B=1
  R951: concat(18,97) = 1897 -> C=9,F=8,G=7,B=1
  R952: concat(19,02) = 1902 -> C=0,F=9,G=2,B=1
  R953: concat(19,03) = 1903 -> C=0,F=9,G=3,B=1
  R954: concat(19,04) = 1904 -> C=0,F=9,G=4,B=1
  R955: concat(19,05) = 1905 -> C=0,F=9,G=5,B=1
  R956: concat(19,06) = 1906 -> C=0,F=9,G=6,B=1
  R957: concat(19,07) = 1907 -> C=0,F=9,G=7,B=1
  R958: concat(19,08) = 1908 -> C=0,F=9,G=8,B=1
  R959: concat(19,20) = 1920 -> C=2,F=9,G=0,B=1
  R960: concat(19,23) = 1923 -> C=2,F=9,G=3,B=1
  R961: concat(19,24) = 1924 -> C=2,F=9,G=4,B=1
  R962: concat(19,25) = 1925 -> C=2,F=9,G=5,B=1
  R963: concat(19,26) = 1926 -> C=2,F=9,G=6,B=1
  R964: concat(19,27) = 1927 -> C=2,F=9,G=7,B=1
  R965: concat(19,28) = 1928 -> C=2,F=9,G=8,B=1
  R966: concat(19,30) = 1930 -> C=3,F=9,G=0,B=1
  R967: concat(19,32) = 1932 -> C=3,F=9,G=2,B=1
  R968: concat(19,34) = 1934 -> C=3,F=9,G=4,B=1
  R969: concat(19,35) = 1935 -> C=3,F=9,G=5,B=1
  R970: concat(19,36) = 1936 -> C=3,F=9,G=6,B=1
  R971: concat(19,37) = 1937 -> C=3,F=9,G=7,B=1
  R972: concat(19,38) = 1938 -> C=3,F=9,G=8,B=1
  R973: concat(19,40) = 1940 -> C=4,F=9,G=0,B=1
  R974: concat(19,42) = 1942 -> C=4,F=9,G=2,B=1
  R975: concat(19,43) = 1943 -> C=4,F=9,G=3,B=1
  R976: concat(19,45) = 1945 -> C=4,F=9,G=5,B=1
  R977: concat(19,46) = 1946 -> C=4,F=9,G=6,B=1
  R978: concat(19,47) = 1947 -> C=4,F=9,G=7,B=1
  R979: concat(19,48) = 1948 -> C=4,F=9,G=8,B=1
  R980: concat(19,50) = 1950 -> C=5,F=9,G=0,B=1
  R981: concat(19,52) = 1952 -> C=5,F=9,G=2,B=1
  R982: concat(19,53) = 1953 -> C=5,F=9,G=3,B=1
  R983: concat(19,54) = 1954 -> C=5,F=9,G=4,B=1
  R984: concat(19,56) = 1956 -> C=5,F=9,G=6,B=1
  R985: concat(19,57) = 1957 -> C=5,F=9,G=7,B=1
  R986: concat(19,58) = 1958 -> C=5,F=9,G=8,B=1
  R987: concat(19,60) = 1960 -> C=6,F=9,G=0,B=1
  R988: concat(19,62) = 1962 -> C=6,F=9,G=2,B=1
  R989: concat(19,63) = 1963 -> C=6,F=9,G=3,B=1
  R990: concat(19,64) = 1964 -> C=6,F=9,G=4,B=1
  R991: concat(19,65) = 1965 -> C=6,F=9,G=5,B=1
  R992: concat(19,67) = 1967 -> C=6,F=9,G=7,B=1
  R993: concat(19,68) = 1968 -> C=6,F=9,G=8,B=1
  R994: concat(19,70) = 1970 -> C=7,F=9,G=0,B=1
  R995: concat(19,72) = 1972 -> C=7,F=9,G=2,B=1
  R996: concat(19,73) = 1973 -> C=7,F=9,G=3,B=1
  R997: concat(19,74) = 1974 -> C=7,F=9,G=4,B=1
  R998: concat(19,75) = 1975 -> C=7,F=9,G=5,B=1
  R999: concat(19,76) = 1976 -> C=7,F=9,G=6,B=1
  R1000: concat(19,78) = 1978 -> C=7,F=9,G=8,B=1
  R1001: concat(19,80) = 1980 -> C=8,F=9,G=0,B=1
  R1002: concat(19,82) = 1982 -> C=8,F=9,G=2,B=1
  R1003: concat(19,83) = 1983 -> C=8,F=9,G=3,B=1
  R1004: concat(19,84) = 1984 -> C=8,F=9,G=4,B=1
  R1005: concat(19,85) = 1985 -> C=8,F=9,G=5,B=1
  R1006: concat(19,86) = 1986 -> C=8,F=9,G=6,B=1
  R1007: concat(19,87) = 1987 -> C=8,F=9,G=7,B=1
  R1008: concat(20,13) = 2013 -> C=1,F=0,G=3,B=2
  R1009: concat(20,14) = 2014 -> C=1,F=0,G=4,B=2
  R1010: concat(20,15) = 2015 -> C=1,F=0,G=5,B=2
  R1011: concat(20,16) = 2016 -> C=1,F=0,G=6,B=2
  R1012: concat(20,17) = 2017 -> C=1,F=0,G=7,B=2
  R1013: concat(20,18) = 2018 -> C=1,F=0,G=8,B=2
  R1014: concat(20,19) = 2019 -> C=1,F=0,G=9,B=2
  R1015: concat(20,31) = 2031 -> C=3,F=0,G=1,B=2
  R1016: concat(20,34) = 2034 -> C=3,F=0,G=4,B=2
  R1017: concat(20,35) = 2035 -> C=3,F=0,G=5,B=2
  R1018: concat(20,36) = 2036 -> C=3,F=0,G=6,B=2
  R1019: concat(20,37) = 2037 -> C=3,F=0,G=7,B=2
  R1020: concat(20,38) = 2038 -> C=3,F=0,G=8,B=2
  R1021: concat(20,39) = 2039 -> C=3,F=0,G=9,B=2
  R1022: concat(20,41) = 2041 -> C=4,F=0,G=1,B=2
  R1023: concat(20,43) = 2043 -> C=4,F=0,G=3,B=2
  R1024: concat(20,45) = 2045 -> C=4,F=0,G=5,B=2
  R1025: concat(20,46) = 2046 -> C=4,F=0,G=6,B=2
  R1026: concat(20,47) = 2047 -> C=4,F=0,G=7,B=2
  R1027: concat(20,48) = 2048 -> C=4,F=0,G=8,B=2
  R1028: concat(20,49) = 2049 -> C=4,F=0,G=9,B=2
  R1029: concat(20,51) = 2051 -> C=5,F=0,G=1,B=2
  R1030: concat(20,53) = 2053 -> C=5,F=0,G=3,B=2
  R1031: concat(20,54) = 2054 -> C=5,F=0,G=4,B=2
  R1032: concat(20,56) = 2056 -> C=5,F=0,G=6,B=2
  R1033: concat(20,57) = 2057 -> C=5,F=0,G=7,B=2
  R1034: concat(20,58) = 2058 -> C=5,F=0,G=8,B=2
  R1035: concat(20,59) = 2059 -> C=5,F=0,G=9,B=2
  R1036: concat(20,61) = 2061 -> C=6,F=0,G=1,B=2
  R1037: concat(20,63) = 2063 -> C=6,F=0,G=3,B=2
  R1038: concat(20,64) = 2064 -> C=6,F=0,G=4,B=2
  R1039: concat(20,65) = 2065 -> C=6,F=0,G=5,B=2
  R1040: concat(20,67) = 2067 -> C=6,F=0,G=7,B=2
  R1041: concat(20,68) = 2068 -> C=6,F=0,G=8,B=2
  R1042: concat(20,69) = 2069 -> C=6,F=0,G=9,B=2
  R1043: concat(20,71) = 2071 -> C=7,F=0,G=1,B=2
  R1044: concat(20,73) = 2073 -> C=7,F=0,G=3,B=2
  R1045: concat(20,74) = 2074 -> C=7,F=0,G=4,B=2
  R1046: concat(20,75) = 2075 -> C=7,F=0,G=5,B=2
  R1047: concat(20,76) = 2076 -> C=7,F=0,G=6,B=2
  R1048: concat(20,78) = 2078 -> C=7,F=0,G=8,B=2
  R1049: concat(20,79) = 2079 -> C=7,F=0,G=9,B=2
  R1050: concat(20,81) = 2081 -> C=8,F=0,G=1,B=2
  R1051: concat(20,83) = 2083 -> C=8,F=0,G=3,B=2
  R1052: concat(20,84) = 2084 -> C=8,F=0,G=4,B=2
  R1053: concat(20,85) = 2085 -> C=8,F=0,G=5,B=2
  R1054: concat(20,86) = 2086 -> C=8,F=0,G=6,B=2
  R1055: concat(20,87) = 2087 -> C=8,F=0,G=7,B=2
  R1056: concat(20,89) = 2089 -> C=8,F=0,G=9,B=2
  R1057: concat(20,91) = 2091 -> C=9,F=0,G=1,B=2
  R1058: concat(20,93) = 2093 -> C=9,F=0,G=3,B=2
  R1059: concat(20,94) = 2094 -> C=9,F=0,G=4,B=2
  R1060: concat(20,95) = 2095 -> C=9,F=0,G=5,B=2
  R1061: concat(20,96) = 2096 -> C=9,F=0,G=6,B=2
  R1062: concat(20,97) = 2097 -> C=9,F=0,G=7,B=2
  R1063: concat(20,98) = 2098 -> C=9,F=0,G=8,B=2
  R1064: concat(21,03) = 2103 -> C=0,F=1,G=3,B=2
  R1065: concat(21,04) = 2104 -> C=0,F=1,G=4,B=2
  R1066: concat(21,05) = 2105 -> C=0,F=1,G=5,B=2
  R1067: concat(21,06) = 2106 -> C=0,F=1,G=6,B=2
  R1068: concat(21,07) = 2107 -> C=0,F=1,G=7,B=2
  R1069: concat(21,08) = 2108 -> C=0,F=1,G=8,B=2
  R1070: concat(21,09) = 2109 -> C=0,F=1,G=9,B=2
  R1071: concat(21,30) = 2130 -> C=3,F=1,G=0,B=2
  R1072: concat(21,34) = 2134 -> C=3,F=1,G=4,B=2
  R1073: concat(21,35) = 2135 -> C=3,F=1,G=5,B=2
  R1074: concat(21,36) = 2136 -> C=3,F=1,G=6,B=2
  R1075: concat(21,37) = 2137 -> C=3,F=1,G=7,B=2
  R1076: concat(21,38) = 2138 -> C=3,F=1,G=8,B=2
  R1077: concat(21,39) = 2139 -> C=3,F=1,G=9,B=2
  R1078: concat(21,40) = 2140 -> C=4,F=1,G=0,B=2
  R1079: concat(21,43) = 2143 -> C=4,F=1,G=3,B=2
  R1080: concat(21,45) = 2145 -> C=4,F=1,G=5,B=2
  R1081: concat(21,46) = 2146 -> C=4,F=1,G=6,B=2
  R1082: concat(21,47) = 2147 -> C=4,F=1,G=7,B=2
  R1083: concat(21,48) = 2148 -> C=4,F=1,G=8,B=2
  R1084: concat(21,49) = 2149 -> C=4,F=1,G=9,B=2
  R1085: concat(21,50) = 2150 -> C=5,F=1,G=0,B=2
  R1086: concat(21,53) = 2153 -> C=5,F=1,G=3,B=2
  R1087: concat(21,54) = 2154 -> C=5,F=1,G=4,B=2
  R1088: concat(21,56) = 2156 -> C=5,F=1,G=6,B=2
  R1089: concat(21,57) = 2157 -> C=5,F=1,G=7,B=2
  R1090: concat(21,58) = 2158 -> C=5,F=1,G=8,B=2
  R1091: concat(21,59) = 2159 -> C=5,F=1,G=9,B=2
  R1092: concat(21,60) = 2160 -> C=6,F=1,G=0,B=2
  R1093: concat(21,63) = 2163 -> C=6,F=1,G=3,B=2
  R1094: concat(21,64) = 2164 -> C=6,F=1,G=4,B=2
  R1095: concat(21,65) = 2165 -> C=6,F=1,G=5,B=2
  R1096: concat(21,67) = 2167 -> C=6,F=1,G=7,B=2
  R1097: concat(21,68) = 2168 -> C=6,F=1,G=8,B=2
  R1098: concat(21,69) = 2169 -> C=6,F=1,G=9,B=2
  R1099: concat(21,70) = 2170 -> C=7,F=1,G=0,B=2
  R1100: concat(21,73) = 2173 -> C=7,F=1,G=3,B=2
  R1101: concat(21,74) = 2174 -> C=7,F=1,G=4,B=2
  R1102: concat(21,75) = 2175 -> C=7,F=1,G=5,B=2
  R1103: concat(21,76) = 2176 -> C=7,F=1,G=6,B=2
  R1104: concat(21,78) = 2178 -> C=7,F=1,G=8,B=2
  R1105: concat(21,79) = 2179 -> C=7,F=1,G=9,B=2
  R1106: concat(21,80) = 2180 -> C=8,F=1,G=0,B=2
  R1107: concat(21,83) = 2183 -> C=8,F=1,G=3,B=2
  R1108: concat(21,84) = 2184 -> C=8,F=1,G=4,B=2
  R1109: concat(21,85) = 2185 -> C=8,F=1,G=5,B=2
  R1110: concat(21,86) = 2186 -> C=8,F=1,G=6,B=2
  R1111: concat(21,87) = 2187 -> C=8,F=1,G=7,B=2
  R1112: concat(21,89) = 2189 -> C=8,F=1,G=9,B=2
  R1113: concat(21,90) = 2190 -> C=9,F=1,G=0,B=2
  R1114: concat(21,93) = 2193 -> C=9,F=1,G=3,B=2
  R1115: concat(21,94) = 2194 -> C=9,F=1,G=4,B=2
  R1116: concat(21,95) = 2195 -> C=9,F=1,G=5,B=2
  R1117: concat(21,96) = 2196 -> C=9,F=1,G=6,B=2
  R1118: concat(21,97) = 2197 -> C=9,F=1,G=7,B=2
  R1119: concat(21,98) = 2198 -> C=9,F=1,G=8,B=2
  R1120: concat(23,01) = 2301 -> C=0,F=3,G=1,B=2
  R1121: concat(23,04) = 2304 -> C=0,F=3,G=4,B=2
  R1122: concat(23,05) = 2305 -> C=0,F=3,G=5,B=2
  R1123: concat(23,06) = 2306 -> C=0,F=3,G=6,B=2
  R1124: concat(23,07) = 2307 -> C=0,F=3,G=7,B=2
  R1125: concat(23,08) = 2308 -> C=0,F=3,G=8,B=2
  R1126: concat(23,09) = 2309 -> C=0,F=3,G=9,B=2
  R1127: concat(23,10) = 2310 -> C=1,F=3,G=0,B=2
  R1128: concat(23,14) = 2314 -> C=1,F=3,G=4,B=2
  R1129: concat(23,15) = 2315 -> C=1,F=3,G=5,B=2
  R1130: concat(23,16) = 2316 -> C=1,F=3,G=6,B=2
  R1131: concat(23,17) = 2317 -> C=1,F=3,G=7,B=2
  R1132: concat(23,18) = 2318 -> C=1,F=3,G=8,B=2
  R1133: concat(23,19) = 2319 -> C=1,F=3,G=9,B=2
  R1134: concat(23,40) = 2340 -> C=4,F=3,G=0,B=2
  R1135: concat(23,41) = 2341 -> C=4,F=3,G=1,B=2
  R1136: concat(23,45) = 2345 -> C=4,F=3,G=5,B=2
  R1137: concat(23,46) = 2346 -> C=4,F=3,G=6,B=2
  R1138: concat(23,47) = 2347 -> C=4,F=3,G=7,B=2
  R1139: concat(23,48) = 2348 -> C=4,F=3,G=8,B=2
  R1140: concat(23,49) = 2349 -> C=4,F=3,G=9,B=2
  R1141: concat(23,50) = 2350 -> C=5,F=3,G=0,B=2
  R1142: concat(23,51) = 2351 -> C=5,F=3,G=1,B=2
  R1143: concat(23,54) = 2354 -> C=5,F=3,G=4,B=2
  R1144: concat(23,56) = 2356 -> C=5,F=3,G=6,B=2
  R1145: concat(23,57) = 2357 -> C=5,F=3,G=7,B=2
  R1146: concat(23,58) = 2358 -> C=5,F=3,G=8,B=2
  R1147: concat(23,59) = 2359 -> C=5,F=3,G=9,B=2
  R1148: concat(23,60) = 2360 -> C=6,F=3,G=0,B=2
  R1149: concat(23,61) = 2361 -> C=6,F=3,G=1,B=2
  R1150: concat(23,64) = 2364 -> C=6,F=3,G=4,B=2
  R1151: concat(23,65) = 2365 -> C=6,F=3,G=5,B=2
  R1152: concat(23,67) = 2367 -> C=6,F=3,G=7,B=2
  R1153: concat(23,68) = 2368 -> C=6,F=3,G=8,B=2
  R1154: concat(23,69) = 2369 -> C=6,F=3,G=9,B=2
  R1155: concat(23,70) = 2370 -> C=7,F=3,G=0,B=2
  R1156: concat(23,71) = 2371 -> C=7,F=3,G=1,B=2
  R1157: concat(23,74) = 2374 -> C=7,F=3,G=4,B=2
  R1158: concat(23,75) = 2375 -> C=7,F=3,G=5,B=2
  R1159: concat(23,76) = 2376 -> C=7,F=3,G=6,B=2
  R1160: concat(23,78) = 2378 -> C=7,F=3,G=8,B=2
  R1161: concat(23,79) = 2379 -> C=7,F=3,G=9,B=2
  R1162: concat(23,80) = 2380 -> C=8,F=3,G=0,B=2
  R1163: concat(23,81) = 2381 -> C=8,F=3,G=1,B=2
  R1164: concat(23,84) = 2384 -> C=8,F=3,G=4,B=2
  R1165: concat(23,85) = 2385 -> C=8,F=3,G=5,B=2
  R1166: concat(23,86) = 2386 -> C=8,F=3,G=6,B=2
  R1167: concat(23,87) = 2387 -> C=8,F=3,G=7,B=2
  R1168: concat(23,89) = 2389 -> C=8,F=3,G=9,B=2
  R1169: concat(23,90) = 2390 -> C=9,F=3,G=0,B=2
  R1170: concat(23,91) = 2391 -> C=9,F=3,G=1,B=2
  R1171: concat(23,94) = 2394 -> C=9,F=3,G=4,B=2
  R1172: concat(23,95) = 2395 -> C=9,F=3,G=5,B=2
