We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [""+:|] = ["":|]: AA + BC = AABC  (r.len=4, sym=['A', 'B', 'C'], |sym|=3)
  R800: concat(16,34) = 1634 -> G=6,F=3,D=1,H=4
  R801: concat(16,35) = 1635 -> G=6,F=3,D=1,H=5
  R802: concat(16,37) = 1637 -> G=6,F=3,D=1,H=7
  R803: concat(16,38) = 1638 -> G=6,F=3,D=1,H=8
  R804: concat(16,39) = 1639 -> G=6,F=3,D=1,H=9
  R805: concat(16,40) = 1640 -> G=6,F=4,D=1,H=0
  R806: concat(16,42) = 1642 -> G=6,F=4,D=1,H=2
  R807: concat(16,43) = 1643 -> G=6,F=4,D=1,H=3
  R808: concat(16,45) = 1645 -> G=6,F=4,D=1,H=5
  R809: concat(16,47) = 1647 -> G=6,F=4,D=1,H=7
  R810: concat(16,48) = 1648 -> G=6,F=4,D=1,H=8
  R811: concat(16,49) = 1649 -> G=6,F=4,D=1,H=9
  R812: concat(16,50) = 1650 -> G=6,F=5,D=1,H=0
  R813: concat(16,52) = 1652 -> G=6,F=5,D=1,H=2
  R814: concat(16,53) = 1653 -> G=6,F=5,D=1,H=3
  R815: concat(16,54) = 1654 -> G=6,F=5,D=1,H=4
  R816: concat(16,57) = 1657 -> G=6,F=5,D=1,H=7
  R817: concat(16,58) = 1658 -> G=6,F=5,D=1,H=8
  R818: concat(16,59) = 1659 -> G=6,F=5,D=1,H=9
  R819: concat(16,70) = 1670 -> G=6,F=7,D=1,H=0
  R820: concat(16,72) = 1672 -> G=6,F=7,D=1,H=2
  R821: concat(16,73) = 1673 -> G=6,F=7,D=1,H=3
  R822: concat(16,74) = 1674 -> G=6,F=7,D=1,H=4
  R823: concat(16,75) = 1675 -> G=6,F=7,D=1,H=5
  R824: concat(16,78) = 1678 -> G=6,F=7,D=1,H=8
  R825: concat(16,79) = 1679 -> G=6,F=7,D=1,H=9
  R826: concat(16,80) = 1680 -> G=6,F=8,D=1,H=0
  R827: concat(16,82) = 1682 -> G=6,F=8,D=1,H=2
  R828: concat(16,83) = 1683 -> G=6,F=8,D=1,H=3
  R829: concat(16,84) = 1684 -> G=6,F=8,D=1,H=4
  R830: concat(16,85) = 1685 -> G=6,F=8,D=1,H=5
  R831: concat(16,87) = 1687 -> G=6,F=8,D=1,H=7
  R832: concat(16,89) = 1689 -> G=6,F=8,D=1,H=9
  R833: concat(16,90) = 1690 -> G=6,F=9,D=1,H=0
  R834: concat(16,92) = 1692 -> G=6,F=9,D=1,H=2
  R835: concat(16,93) = 1693 -> G=6,F=9,D=1,H=3
  R836: concat(16,94) = 1694 -> G=6,F=9,D=1,H=4
  R837: concat(16,95) = 1695 -> G=6,F=9,D=1,H=5
  R838: concat(16,97) = 1697 -> G=6,F=9,D=1,H=7
  R839: concat(16,98) = 1698 -> G=6,F=9,D=1,H=8
  R840: concat(17,02) = 1702 -> G=7,F=0,D=1,H=2
  R841: concat(17,03) = 1703 -> G=7,F=0,D=1,H=3
  R842: concat(17,04) = 1704 -> G=7,F=0,D=1,H=4
  R843: concat(17,05) = 1705 -> G=7,F=0,D=1,H=5
  R844: concat(17,06) = 1706 -> G=7,F=0,D=1,H=6
  R845: concat(17,08) = 1708 -> G=7,F=0,D=1,H=8
  R846: concat(17,09) = 1709 -> G=7,F=0,D=1,H=9
  R847: concat(17,20) = 1720 -> G=7,F=2,D=1,H=0
  R848: concat(17,23) = 1723 -> G=7,F=2,D=1,H=3
  R849: concat(17,24) = 1724 -> G=7,F=2,D=1,H=4
  R850: concat(17,25) = 1725 -> G=7,F=2,D=1,H=5
  R851: concat(17,26) = 1726 -> G=7,F=2,D=1,H=6
  R852: concat(17,28) = 1728 -> G=7,F=2,D=1,H=8
  R853: concat(17,29) = 1729 -> G=7,F=2,D=1,H=9
  R854: concat(17,30) = 1730 -> G=7,F=3,D=1,H=0
  R855: concat(17,32) = 1732 -> G=7,F=3,D=1,H=2
  R856: concat(17,34) = 1734 -> G=7,F=3,D=1,H=4
  R857: concat(17,35) = 1735 -> G=7,F=3,D=1,H=5
  R858: concat(17,36) = 1736 -> G=7,F=3,D=1,H=6
  R859: concat(17,38) = 1738 -> G=7,F=3,D=1,H=8
  R860: concat(17,39) = 1739 -> G=7,F=3,D=1,H=9
  R861: concat(17,40) = 1740 -> G=7,F=4,D=1,H=0
  R862: concat(17,42) = 1742 -> G=7,F=4,D=1,H=2
  R863: concat(17,43) = 1743 -> G=7,F=4,D=1,H=3
  R864: concat(17,45) = 1745 -> G=7,F=4,D=1,H=5
  R865: concat(17,46) = 1746 -> G=7,F=4,D=1,H=6
  R866: concat(17,48) = 1748 -> G=7,F=4,D=1,H=8
  R867: concat(17,49) = 1749 -> G=7,F=4,D=1,H=9
  R868: concat(17,50) = 1750 -> G=7,F=5,D=1,H=0
  R869: concat(17,52) = 1752 -> G=7,F=5,D=1,H=2
  R870: concat(17,53) = 1753 -> G=7,F=5,D=1,H=3
  R871: concat(17,54) = 1754 -> G=7,F=5,D=1,H=4
  R872: concat(17,56) = 1756 -> G=7,F=5,D=1,H=6
  R873: concat(17,58) = 1758 -> G=7,F=5,D=1,H=8
  R874: concat(17,59) = 1759 -> G=7,F=5,D=1,H=9
  R875: concat(17,60) = 1760 -> G=7,F=6,D=1,H=0
  R876: concat(17,62) = 1762 -> G=7,F=6,D=1,H=2
  R877: concat(17,63) = 1763 -> G=7,F=6,D=1,H=3
  R878: concat(17,64) = 1764 -> G=7,F=6,D=1,H=4
  R879: concat(17,65) = 1765 -> G=7,F=6,D=1,H=5
  R880: concat(17,68) = 1768 -> G=7,F=6,D=1,H=8
  R881: concat(17,69) = 1769 -> G=7,F=6,D=1,H=9
  R882: concat(17,80) = 1780 -> G=7,F=8,D=1,H=0
  R883: concat(17,82) = 1782 -> G=7,F=8,D=1,H=2
  R884: concat(17,83) = 1783 -> G=7,F=8,D=1,H=3
  R885: concat(17,84) = 1784 -> G=7,F=8,D=1,H=4
  R886: concat(17,85) = 1785 -> G=7,F=8,D=1,H=5
  R887: concat(17,86) = 1786 -> G=7,F=8,D=1,H=6
  R888: concat(17,89) = 1789 -> G=7,F=8,D=1,H=9
  R889: concat(17,90) = 1790 -> G=7,F=9,D=1,H=0
  R890: concat(17,92) = 1792 -> G=7,F=9,D=1,H=2
  R891: concat(17,93) = 1793 -> G=7,F=9,D=1,H=3
  R892: concat(17,94) = 1794 -> G=7,F=9,D=1,H=4
  R893: concat(17,95) = 1795 -> G=7,F=9,D=1,H=5
  R894: concat(17,96) = 1796 -> G=7,F=9,D=1,H=6
  R895: concat(17,98) = 1798 -> G=7,F=9,D=1,H=8
  R896: concat(18,02) = 1802 -> G=8,F=0,D=1,H=2
  R897: concat(18,03) = 1803 -> G=8,F=0,D=1,H=3
  R898: concat(18,04) = 1804 -> G=8,F=0,D=1,H=4
  R899: concat(18,05) = 1805 -> G=8,F=0,D=1,H=5
  R900: concat(18,06) = 1806 -> G=8,F=0,D=1,H=6
  R901: concat(18,07) = 1807 -> G=8,F=0,D=1,H=7
  R902: concat(18,09) = 1809 -> G=8,F=0,D=1,H=9
  R903: concat(18,20) = 1820 -> G=8,F=2,D=1,H=0
  R904: concat(18,23) = 1823 -> G=8,F=2,D=1,H=3
  R905: concat(18,24) = 1824 -> G=8,F=2,D=1,H=4
  R906: concat(18,25) = 1825 -> G=8,F=2,D=1,H=5
  R907: concat(18,26) = 1826 -> G=8,F=2,D=1,H=6
  R908: concat(18,27) = 1827 -> G=8,F=2,D=1,H=7
  R909: concat(18,29) = 1829 -> G=8,F=2,D=1,H=9
  R910: concat(18,30) = 1830 -> G=8,F=3,D=1,H=0
  R911: concat(18,32) = 1832 -> G=8,F=3,D=1,H=2
  R912: concat(18,34) = 1834 -> G=8,F=3,D=1,H=4
  R913: concat(18,35) = 1835 -> G=8,F=3,D=1,H=5
  R914: concat(18,36) = 1836 -> G=8,F=3,D=1,H=6
  R915: concat(18,37) = 1837 -> G=8,F=3,D=1,H=7
  R916: concat(18,39) = 1839 -> G=8,F=3,D=1,H=9
  R917: concat(18,40) = 1840 -> G=8,F=4,D=1,H=0
  R918: concat(18,42) = 1842 -> G=8,F=4,D=1,H=2
  R919: concat(18,43) = 1843 -> G=8,F=4,D=1,H=3
  R920: concat(18,45) = 1845 -> G=8,F=4,D=1,H=5
  R921: concat(18,46) = 1846 -> G=8,F=4,D=1,H=6
  R922: concat(18,47) = 1847 -> G=8,F=4,D=1,H=7
  R923: concat(18,49) = 1849 -> G=8,F=4,D=1,H=9
  R924: concat(18,50) = 1850 -> G=8,F=5,D=1,H=0
  R925: concat(18,52) = 1852 -> G=8,F=5,D=1,H=2
  R926: concat(18,53) = 1853 -> G=8,F=5,D=1,H=3
  R927: concat(18,54) = 1854 -> G=8,F=5,D=1,H=4
  R928: concat(18,56) = 1856 -> G=8,F=5,D=1,H=6
  R929: concat(18,57) = 1857 -> G=8,F=5,D=1,H=7
  R930: concat(18,59) = 1859 -> G=8,F=5,D=1,H=9
  R931: concat(18,60) = 1860 -> G=8,F=6,D=1,H=0
  R932: concat(18,62) = 1862 -> G=8,F=6,D=1,H=2
  R933: concat(18,63) = 1863 -> G=8,F=6,D=1,H=3
  R934: concat(18,64) = 1864 -> G=8,F=6,D=1,H=4
  R935: concat(18,65) = 1865 -> G=8,F=6,D=1,H=5
  R936: concat(18,67) = 1867 -> G=8,F=6,D=1,H=7
  R937: concat(18,69) = 1869 -> G=8,F=6,D=1,H=9
  R938: concat(18,70) = 1870 -> G=8,F=7,D=1,H=0
  R939: concat(18,72) = 1872 -> G=8,F=7,D=1,H=2
  R940: concat(18,73) = 1873 -> G=8,F=7,D=1,H=3
  R941: concat(18,74) = 1874 -> G=8,F=7,D=1,H=4
  R942: concat(18,75) = 1875 -> G=8,F=7,D=1,H=5
  R943: concat(18,76) = 1876 -> G=8,F=7,D=1,H=6
  R944: concat(18,79) = 1879 -> G=8,F=7,D=1,H=9
  R945: concat(18,90) = 1890 -> G=8,F=9,D=1,H=0
  R946: concat(18,92) = 1892 -> G=8,F=9,D=1,H=2
  R947: concat(18,93) = 1893 -> G=8,F=9,D=1,H=3
  R948: concat(18,94) = 1894 -> G=8,F=9,D=1,H=4
  R949: concat(18,95) = 1895 -> G=8,F=9,D=1,H=5
  R950: concat(18,96) = 1896 -> G=8,F=9,D=1,H=6
  R951: concat(18,97) = 1897 -> G=8,F=9,D=1,H=7
  R952: concat(19,02) = 1902 -> G=9,F=0,D=1,H=2
  R953: concat(19,03) = 1903 -> G=9,F=0,D=1,H=3
  R954: concat(19,04) = 1904 -> G=9,F=0,D=1,H=4
  R955: concat(19,05) = 1905 -> G=9,F=0,D=1,H=5
  R956: concat(19,06) = 1906 -> G=9,F=0,D=1,H=6
  R957: concat(19,07) = 1907 -> G=9,F=0,D=1,H=7
  R958: concat(19,08) = 1908 -> G=9,F=0,D=1,H=8
  R959: concat(19,20) = 1920 -> G=9,F=2,D=1,H=0
  R960: concat(19,23) = 1923 -> G=9,F=2,D=1,H=3
  R961: concat(19,24) = 1924 -> G=9,F=2,D=1,H=4
  R962: concat(19,25) = 1925 -> G=9,F=2,D=1,H=5
  R963: concat(19,26) = 1926 -> G=9,F=2,D=1,H=6
  R964: concat(19,27) = 1927 -> G=9,F=2,D=1,H=7
  R965: concat(19,28) = 1928 -> G=9,F=2,D=1,H=8
  R966: concat(19,30) = 1930 -> G=9,F=3,D=1,H=0
  R967: concat(19,32) = 1932 -> G=9,F=3,D=1,H=2
  R968: concat(19,34) = 1934 -> G=9,F=3,D=1,H=4
  R969: concat(19,35) = 1935 -> G=9,F=3,D=1,H=5
  R970: concat(19,36) = 1936 -> G=9,F=3,D=1,H=6
  R971: concat(19,37) = 1937 -> G=9,F=3,D=1,H=7
  R972: concat(19,38) = 1938 -> G=9,F=3,D=1,H=8
  R973: concat(19,40) = 1940 -> G=9,F=4,D=1,H=0
  R974: concat(19,42) = 1942 -> G=9,F=4,D=1,H=2
  R975: concat(19,43) = 1943 -> G=9,F=4,D=1,H=3
  R976: concat(19,45) = 1945 -> G=9,F=4,D=1,H=5
  R977: concat(19,46) = 1946 -> G=9,F=4,D=1,H=6
  R978: concat(19,47) = 1947 -> G=9,F=4,D=1,H=7
  R979: concat(19,48) = 1948 -> G=9,F=4,D=1,H=8
  R980: concat(19,50) = 1950 -> G=9,F=5,D=1,H=0
  R981: concat(19,52) = 1952 -> G=9,F=5,D=1,H=2
  R982: concat(19,53) = 1953 -> G=9,F=5,D=1,H=3
  R983: concat(19,54) = 1954 -> G=9,F=5,D=1,H=4
  R984: concat(19,56) = 1956 -> G=9,F=5,D=1,H=6
  R985: concat(19,57) = 1957 -> G=9,F=5,D=1,H=7
  R986: concat(19,58) = 1958 -> G=9,F=5,D=1,H=8
  R987: concat(19,60) = 1960 -> G=9,F=6,D=1,H=0
  R988: concat(19,62) = 1962 -> G=9,F=6,D=1,H=2
  R989: concat(19,63) = 1963 -> G=9,F=6,D=1,H=3
  R990: concat(19,64) = 1964 -> G=9,F=6,D=1,H=4
  R991: concat(19,65) = 1965 -> G=9,F=6,D=1,H=5
  R992: concat(19,67) = 1967 -> G=9,F=6,D=1,H=7
  R993: concat(19,68) = 1968 -> G=9,F=6,D=1,H=8
  R994: concat(19,70) = 1970 -> G=9,F=7,D=1,H=0
  R995: concat(19,72) = 1972 -> G=9,F=7,D=1,H=2
  R996: concat(19,73) = 1973 -> G=9,F=7,D=1,H=3
  R997: concat(19,74) = 1974 -> G=9,F=7,D=1,H=4
  R998: concat(19,75) = 1975 -> G=9,F=7,D=1,H=5
  R999: concat(19,76) = 1976 -> G=9,F=7,D=1,H=6
  R1000: concat(19,78) = 1978 -> G=9,F=7,D=1,H=8
  R1001: concat(19,80) = 1980 -> G=9,F=8,D=1,H=0
  R1002: concat(19,82) = 1982 -> G=9,F=8,D=1,H=2
  R1003: concat(19,83) = 1983 -> G=9,F=8,D=1,H=3
  R1004: concat(19,84) = 1984 -> G=9,F=8,D=1,H=4
  R1005: concat(19,85) = 1985 -> G=9,F=8,D=1,H=5
  R1006: concat(19,86) = 1986 -> G=9,F=8,D=1,H=6
  R1007: concat(19,87) = 1987 -> G=9,F=8,D=1,H=7
  R1008: concat(20,13) = 2013 -> G=0,F=1,D=2,H=3
  R1009: concat(20,14) = 2014 -> G=0,F=1,D=2,H=4
  R1010: concat(20,15) = 2015 -> G=0,F=1,D=2,H=5
  R1011: concat(20,16) = 2016 -> G=0,F=1,D=2,H=6
  R1012: concat(20,17) = 2017 -> G=0,F=1,D=2,H=7
  R1013: concat(20,18) = 2018 -> G=0,F=1,D=2,H=8
  R1014: concat(20,19) = 2019 -> G=0,F=1,D=2,H=9
  R1015: concat(20,31) = 2031 -> G=0,F=3,D=2,H=1
  R1016: concat(20,34) = 2034 -> G=0,F=3,D=2,H=4
  R1017: concat(20,35) = 2035 -> G=0,F=3,D=2,H=5
  R1018: concat(20,36) = 2036 -> G=0,F=3,D=2,H=6
  R1019: concat(20,37) = 2037 -> G=0,F=3,D=2,H=7
  R1020: concat(20,38) = 2038 -> G=0,F=3,D=2,H=8
  R1021: concat(20,39) = 2039 -> G=0,F=3,D=2,H=9
  R1022: concat(20,41) = 2041 -> G=0,F=4,D=2,H=1
  R1023: concat(20,43) = 2043 -> G=0,F=4,D=2,H=3
  R1024: concat(20,45) = 2045 -> G=0,F=4,D=2,H=5
  R1025: concat(20,46) = 2046 -> G=0,F=4,D=2,H=6
  R1026: concat(20,47) = 2047 -> G=0,F=4,D=2,H=7
  R1027: concat(20,48) = 2048 -> G=0,F=4,D=2,H=8
  R1028: concat(20,49) = 2049 -> G=0,F=4,D=2,H=9
  R1029: concat(20,51) = 2051 -> G=0,F=5,D=2,H=1
  R1030: concat(20,53) = 2053 -> G=0,F=5,D=2,H=3
  R1031: concat(20,54) = 2054 -> G=0,F=5,D=2,H=4
  R1032: concat(20,56) = 2056 -> G=0,F=5,D=2,H=6
  R1033: concat(20,57) = 2057 -> G=0,F=5,D=2,H=7
  R1034: concat(20,58) = 2058 -> G=0,F=5,D=2,H=8
  R1035: concat(20,59) = 2059 -> G=0,F=5,D=2,H=9
  R1036: concat(20,61) = 2061 -> G=0,F=6,D=2,H=1
  R1037: concat(20,63) = 2063 -> G=0,F=6,D=2,H=3
  R1038: concat(20,64) = 2064 -> G=0,F=6,D=2,H=4
  R1039: concat(20,65) = 2065 -> G=0,F=6,D=2,H=5
  R1040: concat(20,67) = 2067 -> G=0,F=6,D=2,H=7
  R1041: concat(20,68) = 2068 -> G=0,F=6,D=2,H=8
  R1042: concat(20,69) = 2069 -> G=0,F=6,D=2,H=9
  R1043: concat(20,71) = 2071 -> G=0,F=7,D=2,H=1
  R1044: concat(20,73) = 2073 -> G=0,F=7,D=2,H=3
  R1045: concat(20,74) = 2074 -> G=0,F=7,D=2,H=4
  R1046: concat(20,75) = 2075 -> G=0,F=7,D=2,H=5
  R1047: concat(20,76) = 2076 -> G=0,F=7,D=2,H=6
  R1048: concat(20,78) = 2078 -> G=0,F=7,D=2,H=8
  R1049: concat(20,79) = 2079 -> G=0,F=7,D=2,H=9
  R1050: concat(20,81) = 2081 -> G=0,F=8,D=2,H=1
  R1051: concat(20,83) = 2083 -> G=0,F=8,D=2,H=3
  R1052: concat(20,84) = 2084 -> G=0,F=8,D=2,H=4
  R1053: concat(20,85) = 2085 -> G=0,F=8,D=2,H=5
  R1054: concat(20,86) = 2086 -> G=0,F=8,D=2,H=6
  R1055: concat(20,87) = 2087 -> G=0,F=8,D=2,H=7
  R1056: concat(20,89) = 2089 -> G=0,F=8,D=2,H=9
  R1057: concat(20,91) = 2091 -> G=0,F=9,D=2,H=1
  R1058: concat(20,93) = 2093 -> G=0,F=9,D=2,H=3
  R1059: concat(20,94) = 2094 -> G=0,F=9,D=2,H=4
  R1060: concat(20,95) = 2095 -> G=0,F=9,D=2,H=5
  R1061: concat(20,96) = 2096 -> G=0,F=9,D=2,H=6
  R1062: concat(20,97) = 2097 -> G=0,F=9,D=2,H=7
  R1063: concat(20,98) = 2098 -> G=0,F=9,D=2,H=8
  R1064: concat(21,03) = 2103 -> G=1,F=0,D=2,H=3
  R1065: concat(21,04) = 2104 -> G=1,F=0,D=2,H=4
  R1066: concat(21,05) = 2105 -> G=1,F=0,D=2,H=5
  R1067: concat(21,06) = 2106 -> G=1,F=0,D=2,H=6
  R1068: concat(21,07) = 2107 -> G=1,F=0,D=2,H=7
  R1069: concat(21,08) = 2108 -> G=1,F=0,D=2,H=8
  R1070: concat(21,09) = 2109 -> G=1,F=0,D=2,H=9
  R1071: concat(21,30) = 2130 -> G=1,F=3,D=2,H=0
  R1072: concat(21,34) = 2134 -> G=1,F=3,D=2,H=4
  R1073: concat(21,35) = 2135 -> G=1,F=3,D=2,H=5
  R1074: concat(21,36) = 2136 -> G=1,F=3,D=2,H=6
  R1075: concat(21,37) = 2137 -> G=1,F=3,D=2,H=7
  R1076: concat(21,38) = 2138 -> G=1,F=3,D=2,H=8
  R1077: concat(21,39) = 2139 -> G=1,F=3,D=2,H=9
  R1078: concat(21,40) = 2140 -> G=1,F=4,D=2,H=0
  R1079: concat(21,43) = 2143 -> G=1,F=4,D=2,H=3
  R1080: concat(21,45) = 2145 -> G=1,F=4,D=2,H=5
  R1081: concat(21,46) = 2146 -> G=1,F=4,D=2,H=6
  R1082: concat(21,47) = 2147 -> G=1,F=4,D=2,H=7
  R1083: concat(21,48) = 2148 -> G=1,F=4,D=2,H=8
  R1084: concat(21,49) = 2149 -> G=1,F=4,D=2,H=9
  R1085: concat(21,50) = 2150 -> G=1,F=5,D=2,H=0
  R1086: concat(21,53) = 2153 -> G=1,F=5,D=2,H=3
  R1087: concat(21,54) = 2154 -> G=1,F=5,D=2,H=4
  R1088: concat(21,56) = 2156 -> G=1,F=5,D=2,H=6
  R1089: concat(21,57) = 2157 -> G=1,F=5,D=2,H=7
  R1090: concat(21,58) = 2158 -> G=1,F=5,D=2,H=8
  R1091: concat(21,59) = 2159 -> G=1,F=5,D=2,H=9
  R1092: concat(21,60) = 2160 -> G=1,F=6,D=2,H=0
  R1093: concat(21,63) = 2163 -> G=1,F=6,D=2,H=3
  R1094: concat(21,64) = 2164 -> G=1,F=6,D=2,H=4
  R1095: concat(21,65) = 2165 -> G=1,F=6,D=2,H=5
  R1096: concat(21,67) = 2167 -> G=1,F=6,D=2,H=7
  R1097: concat(21,68) = 2168 -> G=1,F=6,D=2,H=8
  R1098: concat(21,69) = 2169 -> G=1,F=6,D=2,H=9
  R1099: concat(21,70) = 2170 -> G=1,F=7,D=2,H=0
  R1100: concat(21,73) = 2173 -> G=1,F=7,D=2,H=3
  R1101: concat(21,74) = 2174 -> G=1,F=7,D=2,H=4
  R1102: concat(21,75) = 2175 -> G=1,F=7,D=2,H=5
  R1103: concat(21,76) = 2176 -> G=1,F=7,D=2,H=6
  R1104: concat(21,78) = 2178 -> G=1,F=7,D=2,H=8
  R1105: concat(21,79) = 2179 -> G=1,F=7,D=2,H=9
  R1106: concat(21,80) = 2180 -> G=1,F=8,D=2,H=0
  R1107: concat(21,83) = 2183 -> G=1,F=8,D=2,H=3
  R1108: concat(21,84) = 2184 -> G=1,F=8,D=2,H=4
  R1109: concat(21,85) = 2185 -> G=1,F=8,D=2,H=5
  R1110: concat(21,86) = 2186 -> G=1,F=8,D=2,H=6
  R1111: concat(21,87) = 2187 -> G=1,F=8,D=2,H=7
  R1112: concat(21,89) = 2189 -> G=1,F=8,D=2,H=9
  R1113: concat(21,90) = 2190 -> G=1,F=9,D=2,H=0
  R1114: concat(21,93) = 2193 -> G=1,F=9,D=2,H=3
  R1115: concat(21,94) = 2194 -> G=1,F=9,D=2,H=4
  R1116: concat(21,95) = 2195 -> G=1,F=9,D=2,H=5
  R1117: concat(21,96) = 2196 -> G=1,F=9,D=2,H=6
  R1118: concat(21,97) = 2197 -> G=1,F=9,D=2,H=7
  R1119: concat(21,98) = 2198 -> G=1,F=9,D=2,H=8
  R1120: concat(23,01) = 2301 -> G=3,F=0,D=2,H=1
  R1121: concat(23,04) = 2304 -> G=3,F=0,D=2,H=4
  R1122: concat(23,05) = 2305 -> G=3,F=0,D=2,H=5
  R1123: concat(23,06) = 2306 -> G=3,F=0,D=2,H=6
  R1124: concat(23,07) = 2307 -> G=3,F=0,D=2,H=7
  R1125: concat(23,08) = 2308 -> G=3,F=0,D=2,H=8
  R1126: concat(23,09) = 2309 -> G=3,F=0,D=2,H=9
  R1127: concat(23,10) = 2310 -> G=3,F=1,D=2,H=0
  R1128: concat(23,14) = 2314 -> G=3,F=1,D=2,H=4
  R1129: concat(23,15) = 2315 -> G=3,F=1,D=2,H=5
  R1130: concat(23,16) = 2316 -> G=3,F=1,D=2,H=6
  R1131: concat(23,17) = 2317 -> G=3,F=1,D=2,H=7
  R1132: concat(23,18) = 2318 -> G=3,F=1,D=2,H=8
  R1133: concat(23,19) = 2319 -> G=3,F=1,D=2,H=9
  R1134: concat(23,40) = 2340 -> G=3,F=4,D=2,H=0
  R1135: concat(23,41) = 2341 -> G=3,F=4,D=2,H=1
  R1136: concat(23,45) = 2345 -> G=3,F=4,D=2,H=5
  R1137: concat(23,46) = 2346 -> G=3,F=4,D=2,H=6
  R1138: concat(23,47) = 2347 -> G=3,F=4,D=2,H=7
  R1139: concat(23,48) = 2348 -> G=3,F=4,D=2,H=8
  R1140: concat(23,49) = 2349 -> G=3,F=4,D=2,H=9
  R1141: concat(23,50) = 2350 -> G=3,F=5,D=2,H=0
  R1142: concat(23,51) = 2351 -> G=3,F=5,D=2,H=1
  R1143: concat(23,54) = 2354 -> G=3,F=5,D=2,H=4
  R1144: concat(23,56) = 2356 -> G=3,F=5,D=2,H=6
  R1145: concat(23,57) = 2357 -> G=3,F=5,D=2,H=7
  R1146: concat(23,58) = 2358 -> G=3,F=5,D=2,H=8
  R1147: concat(23,59) = 2359 -> G=3,F=5,D=2,H=9
  R1148: concat(23,60) = 2360 -> G=3,F=6,D=2,H=0
  R1149: concat(23,61) = 2361 -> G=3,F=6,D=2,H=1
  R1150: concat(23,64) = 2364 -> G=3,F=6,D=2,H=4
  R1151: concat(23,65) = 2365 -> G=3,F=6,D=2,H=5
  R1152: concat(23,67) = 2367 -> G=3,F=6,D=2,H=7
  R1153: concat(23,68) = 2368 -> G=3,F=6,D=2,H=8
  R1154: concat(23,69) = 2369 -> G=3,F=6,D=2,H=9
  R1155: concat(23,70) = 2370 -> G=3,F=7,D=2,H=0
  R1156: concat(23,71) = 2371 -> G=3,F=7,D=2,H=1
  R1157: concat(23,74) = 2374 -> G=3,F=7,D=2,H=4
  R1158: concat(23,75) = 2375 -> G=3,F=7,D=2,H=5
  R1159: concat(23,76) = 2376 -> G=3,F=7,D=2,H=6
  R1160: concat(23,78) = 2378 -> G=3,F=7,D=2,H=8
  R1161: concat(23,79) = 2379 -> G=3,F=7,D=2,H=9
  R1162: concat(23,80) = 2380 -> G=3,F=8,D=2,H=0
  R1163: concat(23,81) = 2381 -> G=3,F=8,D=2,H=1
  R1164: concat(23,84) = 2384 -> G=3,F=8,D=2,H=4
  R1165: concat(23,85) = 2385 -> G=3,F=8,D=2,H=5
  R1166: concat(23,86) = 2386 -> G=3,F=8,D=2,H=6
  R1167: concat(23,87) = 2387 -> G=3,F=8,D=2,H=7
  R1168: concat(23,89) = 2389 -> G=3,F=8,D=2,H=9
  R1169: concat(23,90) = 2390 -> G=3,F=9,D=2,H=0
  R1170: concat(23,91) = 2391 -> G=3,F=9,D=2,H=1
  R1171: concat(23,94) = 2394 -> G=3,F=9,D=2,H=4
  R1172: concat(23,95) = 2395 -> G=3,F=9,D=2,H=5
  R1173: concat(23,96) = 2396 -> G=3,F=9,D=2,H=6
  R1174: concat(23,97) = 2397 -> G=3,F=9,D=2,H=7
  R1175: concat(23,98) = 2398 -> G=3,F=9,D=2,H=8
  R1176: concat(24,01) = 2401 -> G=4,F=0,D=2,H=1
  R1177: concat(24,03) = 2403 -> G=4,F=0,D=2,H=3
  R1178: concat(24,05) = 2405 -> G=4,F=0,D=2,H=5
  R1179: concat(24,06) = 2406 -> G=4,F=0,D=2,H=6
  R1180: concat(24,07) = 2407 -> G=4,F=0,D=2,H=7
  R1181: concat(24,08) = 2408 -> G=4,F=0,D=2,H=8
  R1182: concat(24,09) = 2409 -> G=4,F=0,D=2,H=9
  R1183: concat(24,10) = 2410 -> G=4,F=1,D=2,H=0
  R1184: concat(24,13) = 2413 -> G=4,F=1,D=2,H=3
  R1185: concat(24,15) = 2415 -> G=4,F=1,D=2,H=5
  R1186: concat(24,16) = 2416 -> G=4,F=1,D=2,H=6
  R1187: concat(24,17) = 2417 -> G=4,F=1,D=2,H=7
  R1188: concat(24,18) = 2418 -> G=4,F=1,D=2,H=8
  R1189: concat(24,19) = 2419 -> G=4,F=1,D=2,H=9
  R1190: concat(24,30) = 2430 -> G=4,F=3,D=2,H=0
  R1191: concat(24,31) = 2431 -> G=4,F=3,D=2,H=1
  R1192: concat(24,35) = 2435 -> G=4,F=3,D=2,H=5
  R1193: concat(24,36) = 2436 -> G=4,F=3,D=2,H=6
  R1194: concat(24,37) = 2437 -> G=4,F=3,D=2,H=7
  R1195: concat(24,38) = 2438 -> G=4,F=3,D=2,H=8
  R1196: concat(24,39) = 2439 -> G=4,F=3,D=2,H=9
  R1197: concat(24,50) = 2450 -> G=4,F=5,D=2,H=0
  R1198: concat(24,51) = 2451 -> G=4,F=5,D=2,H=1
  R1199: concat(24,53) = 2453 -> G=4,F=5,D=2,H=3
  R1200: concat(24,56) = 2456 -> G=4,F=5,D=2,H=6
  R1201: concat(24,57) = 2457 -> G=4,F=5,D=2,H=7
