We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 []}*\(] = [\(]}]: AB * CD = CDAB  (r.len=4, sym=['A', 'B', 'C', 'D'], |sym|=4)
fact1 [']+''] = [}&]: EA + EE = BF  (r.len=2, sym=['A', 'B', 'E', 'F'], |sym|=4)
fact2 [[\*]]] = []][\]: GC * AA = AAGC  (r.len=4, sym=['A', 'C', 'G'], |sym|=3)
  R792: concat(23,16) = 2316 -> D=3,C=2,A=1,B=6
  R793: concat(24,16) = 2416 -> D=4,C=2,A=1,B=6
  R794: concat(25,16) = 2516 -> D=5,C=2,A=1,B=6
  R795: concat(27,16) = 2716 -> D=7,C=2,A=1,B=6
  R796: concat(28,16) = 2816 -> D=8,C=2,A=1,B=6
  R797: concat(29,16) = 2916 -> D=9,C=2,A=1,B=6
  R798: concat(30,16) = 3016 -> D=0,C=3,A=1,B=6
  R799: concat(32,16) = 3216 -> D=2,C=3,A=1,B=6
  R800: concat(34,16) = 3416 -> D=4,C=3,A=1,B=6
  R801: concat(35,16) = 3516 -> D=5,C=3,A=1,B=6
  R802: concat(37,16) = 3716 -> D=7,C=3,A=1,B=6
  R803: concat(38,16) = 3816 -> D=8,C=3,A=1,B=6
  R804: concat(39,16) = 3916 -> D=9,C=3,A=1,B=6
  R805: concat(40,16) = 4016 -> D=0,C=4,A=1,B=6
  R806: concat(42,16) = 4216 -> D=2,C=4,A=1,B=6
  R807: concat(43,16) = 4316 -> D=3,C=4,A=1,B=6
  R808: concat(45,16) = 4516 -> D=5,C=4,A=1,B=6
  R809: concat(47,16) = 4716 -> D=7,C=4,A=1,B=6
  R810: concat(48,16) = 4816 -> D=8,C=4,A=1,B=6
  R811: concat(49,16) = 4916 -> D=9,C=4,A=1,B=6
  R812: concat(50,16) = 5016 -> D=0,C=5,A=1,B=6
  R813: concat(52,16) = 5216 -> D=2,C=5,A=1,B=6
  R814: concat(53,16) = 5316 -> D=3,C=5,A=1,B=6
  R815: concat(54,16) = 5416 -> D=4,C=5,A=1,B=6
  R816: concat(57,16) = 5716 -> D=7,C=5,A=1,B=6
  R817: concat(58,16) = 5816 -> D=8,C=5,A=1,B=6
  R818: concat(59,16) = 5916 -> D=9,C=5,A=1,B=6
  R819: concat(70,16) = 7016 -> D=0,C=7,A=1,B=6
  R820: concat(72,16) = 7216 -> D=2,C=7,A=1,B=6
  R821: concat(73,16) = 7316 -> D=3,C=7,A=1,B=6
  R822: concat(74,16) = 7416 -> D=4,C=7,A=1,B=6
  R823: concat(75,16) = 7516 -> D=5,C=7,A=1,B=6
  R824: concat(78,16) = 7816 -> D=8,C=7,A=1,B=6
  R825: concat(79,16) = 7916 -> D=9,C=7,A=1,B=6
  R826: concat(80,16) = 8016 -> D=0,C=8,A=1,B=6
  R827: concat(82,16) = 8216 -> D=2,C=8,A=1,B=6
  R828: concat(83,16) = 8316 -> D=3,C=8,A=1,B=6
  R829: concat(84,16) = 8416 -> D=4,C=8,A=1,B=6
  R830: concat(85,16) = 8516 -> D=5,C=8,A=1,B=6
  R831: concat(87,16) = 8716 -> D=7,C=8,A=1,B=6
  R832: concat(89,16) = 8916 -> D=9,C=8,A=1,B=6
  R833: concat(90,16) = 9016 -> D=0,C=9,A=1,B=6
  R834: concat(92,16) = 9216 -> D=2,C=9,A=1,B=6
  R835: concat(93,16) = 9316 -> D=3,C=9,A=1,B=6
  R836: concat(94,16) = 9416 -> D=4,C=9,A=1,B=6
  R837: concat(95,16) = 9516 -> D=5,C=9,A=1,B=6
  R838: concat(97,16) = 9716 -> D=7,C=9,A=1,B=6
  R839: concat(98,16) = 9816 -> D=8,C=9,A=1,B=6
  R840: concat(02,17) = 0217 -> D=2,C=0,A=1,B=7
  R841: concat(03,17) = 0317 -> D=3,C=0,A=1,B=7
  R842: concat(04,17) = 0417 -> D=4,C=0,A=1,B=7
  R843: concat(05,17) = 0517 -> D=5,C=0,A=1,B=7
  R844: concat(06,17) = 0617 -> D=6,C=0,A=1,B=7
  R845: concat(08,17) = 0817 -> D=8,C=0,A=1,B=7
  R846: concat(09,17) = 0917 -> D=9,C=0,A=1,B=7
  R847: concat(20,17) = 2017 -> D=0,C=2,A=1,B=7
  R848: concat(23,17) = 2317 -> D=3,C=2,A=1,B=7
  R849: concat(24,17) = 2417 -> D=4,C=2,A=1,B=7
  R850: concat(25,17) = 2517 -> D=5,C=2,A=1,B=7
  R851: concat(26,17) = 2617 -> D=6,C=2,A=1,B=7
  R852: concat(28,17) = 2817 -> D=8,C=2,A=1,B=7
  R853: concat(29,17) = 2917 -> D=9,C=2,A=1,B=7
  R854: concat(30,17) = 3017 -> D=0,C=3,A=1,B=7
  R855: concat(32,17) = 3217 -> D=2,C=3,A=1,B=7
  R856: concat(34,17) = 3417 -> D=4,C=3,A=1,B=7
  R857: concat(35,17) = 3517 -> D=5,C=3,A=1,B=7
  R858: concat(36,17) = 3617 -> D=6,C=3,A=1,B=7
  R859: concat(38,17) = 3817 -> D=8,C=3,A=1,B=7
  R860: concat(39,17) = 3917 -> D=9,C=3,A=1,B=7
  R861: concat(40,17) = 4017 -> D=0,C=4,A=1,B=7
  R862: concat(42,17) = 4217 -> D=2,C=4,A=1,B=7
  R863: concat(43,17) = 4317 -> D=3,C=4,A=1,B=7
  R864: concat(45,17) = 4517 -> D=5,C=4,A=1,B=7
  R865: concat(46,17) = 4617 -> D=6,C=4,A=1,B=7
  R866: concat(48,17) = 4817 -> D=8,C=4,A=1,B=7
  R867: concat(49,17) = 4917 -> D=9,C=4,A=1,B=7
  R868: concat(50,17) = 5017 -> D=0,C=5,A=1,B=7
  R869: concat(52,17) = 5217 -> D=2,C=5,A=1,B=7
  R870: concat(53,17) = 5317 -> D=3,C=5,A=1,B=7
  R871: concat(54,17) = 5417 -> D=4,C=5,A=1,B=7
  R872: concat(56,17) = 5617 -> D=6,C=5,A=1,B=7
  R873: concat(58,17) = 5817 -> D=8,C=5,A=1,B=7
  R874: concat(59,17) = 5917 -> D=9,C=5,A=1,B=7
  R875: concat(60,17) = 6017 -> D=0,C=6,A=1,B=7
  R876: concat(62,17) = 6217 -> D=2,C=6,A=1,B=7
  R877: concat(63,17) = 6317 -> D=3,C=6,A=1,B=7
  R878: concat(64,17) = 6417 -> D=4,C=6,A=1,B=7
  R879: concat(65,17) = 6517 -> D=5,C=6,A=1,B=7
  R880: concat(68,17) = 6817 -> D=8,C=6,A=1,B=7
  R881: concat(69,17) = 6917 -> D=9,C=6,A=1,B=7
  R882: concat(80,17) = 8017 -> D=0,C=8,A=1,B=7
  R883: concat(82,17) = 8217 -> D=2,C=8,A=1,B=7
  R884: concat(83,17) = 8317 -> D=3,C=8,A=1,B=7
  R885: concat(84,17) = 8417 -> D=4,C=8,A=1,B=7
  R886: concat(85,17) = 8517 -> D=5,C=8,A=1,B=7
  R887: concat(86,17) = 8617 -> D=6,C=8,A=1,B=7
  R888: concat(89,17) = 8917 -> D=9,C=8,A=1,B=7
  R889: concat(90,17) = 9017 -> D=0,C=9,A=1,B=7
  R890: concat(92,17) = 9217 -> D=2,C=9,A=1,B=7
  R891: concat(93,17) = 9317 -> D=3,C=9,A=1,B=7
  R892: concat(94,17) = 9417 -> D=4,C=9,A=1,B=7
  R893: concat(95,17) = 9517 -> D=5,C=9,A=1,B=7
  R894: concat(96,17) = 9617 -> D=6,C=9,A=1,B=7
  R895: concat(98,17) = 9817 -> D=8,C=9,A=1,B=7
  R896: concat(02,18) = 0218 -> D=2,C=0,A=1,B=8
  R897: concat(03,18) = 0318 -> D=3,C=0,A=1,B=8
  R898: concat(04,18) = 0418 -> D=4,C=0,A=1,B=8
  R899: concat(05,18) = 0518 -> D=5,C=0,A=1,B=8
  R900: concat(06,18) = 0618 -> D=6,C=0,A=1,B=8
  R901: concat(07,18) = 0718 -> D=7,C=0,A=1,B=8
  R902: concat(09,18) = 0918 -> D=9,C=0,A=1,B=8
  R903: concat(20,18) = 2018 -> D=0,C=2,A=1,B=8
  R904: concat(23,18) = 2318 -> D=3,C=2,A=1,B=8
  R905: concat(24,18) = 2418 -> D=4,C=2,A=1,B=8
  R906: concat(25,18) = 2518 -> D=5,C=2,A=1,B=8
  R907: concat(26,18) = 2618 -> D=6,C=2,A=1,B=8
  R908: concat(27,18) = 2718 -> D=7,C=2,A=1,B=8
  R909: concat(29,18) = 2918 -> D=9,C=2,A=1,B=8
  R910: concat(30,18) = 3018 -> D=0,C=3,A=1,B=8
  R911: concat(32,18) = 3218 -> D=2,C=3,A=1,B=8
  R912: concat(34,18) = 3418 -> D=4,C=3,A=1,B=8
  R913: concat(35,18) = 3518 -> D=5,C=3,A=1,B=8
  R914: concat(36,18) = 3618 -> D=6,C=3,A=1,B=8
  R915: concat(37,18) = 3718 -> D=7,C=3,A=1,B=8
  R916: concat(39,18) = 3918 -> D=9,C=3,A=1,B=8
  R917: concat(40,18) = 4018 -> D=0,C=4,A=1,B=8
  R918: concat(42,18) = 4218 -> D=2,C=4,A=1,B=8
  R919: concat(43,18) = 4318 -> D=3,C=4,A=1,B=8
  R920: concat(45,18) = 4518 -> D=5,C=4,A=1,B=8
  R921: concat(46,18) = 4618 -> D=6,C=4,A=1,B=8
  R922: concat(47,18) = 4718 -> D=7,C=4,A=1,B=8
  R923: concat(49,18) = 4918 -> D=9,C=4,A=1,B=8
  R924: concat(50,18) = 5018 -> D=0,C=5,A=1,B=8
  R925: concat(52,18) = 5218 -> D=2,C=5,A=1,B=8
  R926: concat(53,18) = 5318 -> D=3,C=5,A=1,B=8
  R927: concat(54,18) = 5418 -> D=4,C=5,A=1,B=8
  R928: concat(56,18) = 5618 -> D=6,C=5,A=1,B=8
  R929: concat(57,18) = 5718 -> D=7,C=5,A=1,B=8
  R930: concat(59,18) = 5918 -> D=9,C=5,A=1,B=8
  R931: concat(60,18) = 6018 -> D=0,C=6,A=1,B=8
  R932: concat(62,18) = 6218 -> D=2,C=6,A=1,B=8
  R933: concat(63,18) = 6318 -> D=3,C=6,A=1,B=8
  R934: concat(64,18) = 6418 -> D=4,C=6,A=1,B=8
  R935: concat(65,18) = 6518 -> D=5,C=6,A=1,B=8
  R936: concat(67,18) = 6718 -> D=7,C=6,A=1,B=8
  R937: concat(69,18) = 6918 -> D=9,C=6,A=1,B=8
  R938: concat(70,18) = 7018 -> D=0,C=7,A=1,B=8
  R939: concat(72,18) = 7218 -> D=2,C=7,A=1,B=8
  R940: concat(73,18) = 7318 -> D=3,C=7,A=1,B=8
  R941: concat(74,18) = 7418 -> D=4,C=7,A=1,B=8
  R942: concat(75,18) = 7518 -> D=5,C=7,A=1,B=8
  R943: concat(76,18) = 7618 -> D=6,C=7,A=1,B=8
  R944: concat(79,18) = 7918 -> D=9,C=7,A=1,B=8
  R945: concat(90,18) = 9018 -> D=0,C=9,A=1,B=8
  R946: concat(92,18) = 9218 -> D=2,C=9,A=1,B=8
  R947: concat(93,18) = 9318 -> D=3,C=9,A=1,B=8
  R948: concat(94,18) = 9418 -> D=4,C=9,A=1,B=8
  R949: concat(95,18) = 9518 -> D=5,C=9,A=1,B=8
  R950: concat(96,18) = 9618 -> D=6,C=9,A=1,B=8
  R951: concat(97,18) = 9718 -> D=7,C=9,A=1,B=8
  R952: concat(02,19) = 0219 -> D=2,C=0,A=1,B=9
  R953: concat(03,19) = 0319 -> D=3,C=0,A=1,B=9
  R954: concat(04,19) = 0419 -> D=4,C=0,A=1,B=9
  R955: concat(05,19) = 0519 -> D=5,C=0,A=1,B=9
  R956: concat(06,19) = 0619 -> D=6,C=0,A=1,B=9
  R957: concat(07,19) = 0719 -> D=7,C=0,A=1,B=9
  R958: concat(08,19) = 0819 -> D=8,C=0,A=1,B=9
  R959: concat(20,19) = 2019 -> D=0,C=2,A=1,B=9
  R960: concat(23,19) = 2319 -> D=3,C=2,A=1,B=9
  R961: concat(24,19) = 2419 -> D=4,C=2,A=1,B=9
  R962: concat(25,19) = 2519 -> D=5,C=2,A=1,B=9
  R963: concat(26,19) = 2619 -> D=6,C=2,A=1,B=9
  R964: concat(27,19) = 2719 -> D=7,C=2,A=1,B=9
  R965: concat(28,19) = 2819 -> D=8,C=2,A=1,B=9
  R966: concat(30,19) = 3019 -> D=0,C=3,A=1,B=9
  R967: concat(32,19) = 3219 -> D=2,C=3,A=1,B=9
  R968: concat(34,19) = 3419 -> D=4,C=3,A=1,B=9
  R969: concat(35,19) = 3519 -> D=5,C=3,A=1,B=9
  R970: concat(36,19) = 3619 -> D=6,C=3,A=1,B=9
  R971: concat(37,19) = 3719 -> D=7,C=3,A=1,B=9
  R972: concat(38,19) = 3819 -> D=8,C=3,A=1,B=9
  R973: concat(40,19) = 4019 -> D=0,C=4,A=1,B=9
  R974: concat(42,19) = 4219 -> D=2,C=4,A=1,B=9
  R975: concat(43,19) = 4319 -> D=3,C=4,A=1,B=9
  R976: concat(45,19) = 4519 -> D=5,C=4,A=1,B=9
  R977: concat(46,19) = 4619 -> D=6,C=4,A=1,B=9
  R978: concat(47,19) = 4719 -> D=7,C=4,A=1,B=9
  R979: concat(48,19) = 4819 -> D=8,C=4,A=1,B=9
  R980: concat(50,19) = 5019 -> D=0,C=5,A=1,B=9
  R981: concat(52,19) = 5219 -> D=2,C=5,A=1,B=9
  R982: concat(53,19) = 5319 -> D=3,C=5,A=1,B=9
  R983: concat(54,19) = 5419 -> D=4,C=5,A=1,B=9
  R984: concat(56,19) = 5619 -> D=6,C=5,A=1,B=9
  R985: concat(57,19) = 5719 -> D=7,C=5,A=1,B=9
  R986: concat(58,19) = 5819 -> D=8,C=5,A=1,B=9
  R987: concat(60,19) = 6019 -> D=0,C=6,A=1,B=9
  R988: concat(62,19) = 6219 -> D=2,C=6,A=1,B=9
  R989: concat(63,19) = 6319 -> D=3,C=6,A=1,B=9
  R990: concat(64,19) = 6419 -> D=4,C=6,A=1,B=9
  R991: concat(65,19) = 6519 -> D=5,C=6,A=1,B=9
  R992: concat(67,19) = 6719 -> D=7,C=6,A=1,B=9
  R993: concat(68,19) = 6819 -> D=8,C=6,A=1,B=9
  R994: concat(70,19) = 7019 -> D=0,C=7,A=1,B=9
  R995: concat(72,19) = 7219 -> D=2,C=7,A=1,B=9
  R996: concat(73,19) = 7319 -> D=3,C=7,A=1,B=9
  R997: concat(74,19) = 7419 -> D=4,C=7,A=1,B=9
  R998: concat(75,19) = 7519 -> D=5,C=7,A=1,B=9
  R999: concat(76,19) = 7619 -> D=6,C=7,A=1,B=9
  R1000: concat(78,19) = 7819 -> D=8,C=7,A=1,B=9
  R1001: concat(80,19) = 8019 -> D=0,C=8,A=1,B=9
  R1002: concat(82,19) = 8219 -> D=2,C=8,A=1,B=9
  R1003: concat(83,19) = 8319 -> D=3,C=8,A=1,B=9
  R1004: concat(84,19) = 8419 -> D=4,C=8,A=1,B=9
  R1005: concat(85,19) = 8519 -> D=5,C=8,A=1,B=9
  R1006: concat(86,19) = 8619 -> D=6,C=8,A=1,B=9
  R1007: concat(87,19) = 8719 -> D=7,C=8,A=1,B=9
  R1008: concat(13,20) = 1320 -> D=3,C=1,A=2,B=0
  R1009: concat(14,20) = 1420 -> D=4,C=1,A=2,B=0
  R1010: concat(15,20) = 1520 -> D=5,C=1,A=2,B=0
  R1011: concat(16,20) = 1620 -> D=6,C=1,A=2,B=0
  R1012: concat(17,20) = 1720 -> D=7,C=1,A=2,B=0
  R1013: concat(18,20) = 1820 -> D=8,C=1,A=2,B=0
  R1014: concat(19,20) = 1920 -> D=9,C=1,A=2,B=0
  R1015: concat(31,20) = 3120 -> D=1,C=3,A=2,B=0
  R1016: concat(34,20) = 3420 -> D=4,C=3,A=2,B=0
  R1017: concat(35,20) = 3520 -> D=5,C=3,A=2,B=0
  R1018: concat(36,20) = 3620 -> D=6,C=3,A=2,B=0
  R1019: concat(37,20) = 3720 -> D=7,C=3,A=2,B=0
  R1020: concat(38,20) = 3820 -> D=8,C=3,A=2,B=0
  R1021: concat(39,20) = 3920 -> D=9,C=3,A=2,B=0
  R1022: concat(41,20) = 4120 -> D=1,C=4,A=2,B=0
  R1023: concat(43,20) = 4320 -> D=3,C=4,A=2,B=0
  R1024: concat(45,20) = 4520 -> D=5,C=4,A=2,B=0
  R1025: concat(46,20) = 4620 -> D=6,C=4,A=2,B=0
  R1026: concat(47,20) = 4720 -> D=7,C=4,A=2,B=0
  R1027: concat(48,20) = 4820 -> D=8,C=4,A=2,B=0
  R1028: concat(49,20) = 4920 -> D=9,C=4,A=2,B=0
  R1029: concat(51,20) = 5120 -> D=1,C=5,A=2,B=0
  R1030: concat(53,20) = 5320 -> D=3,C=5,A=2,B=0
  R1031: concat(54,20) = 5420 -> D=4,C=5,A=2,B=0
  R1032: concat(56,20) = 5620 -> D=6,C=5,A=2,B=0
  R1033: concat(57,20) = 5720 -> D=7,C=5,A=2,B=0
  R1034: concat(58,20) = 5820 -> D=8,C=5,A=2,B=0
  R1035: concat(59,20) = 5920 -> D=9,C=5,A=2,B=0
  R1036: concat(61,20) = 6120 -> D=1,C=6,A=2,B=0
  R1037: concat(63,20) = 6320 -> D=3,C=6,A=2,B=0
  R1038: concat(64,20) = 6420 -> D=4,C=6,A=2,B=0
  R1039: concat(65,20) = 6520 -> D=5,C=6,A=2,B=0
  R1040: concat(67,20) = 6720 -> D=7,C=6,A=2,B=0
  R1041: concat(68,20) = 6820 -> D=8,C=6,A=2,B=0
  R1042: concat(69,20) = 6920 -> D=9,C=6,A=2,B=0
  R1043: concat(71,20) = 7120 -> D=1,C=7,A=2,B=0
  R1044: concat(73,20) = 7320 -> D=3,C=7,A=2,B=0
  R1045: concat(74,20) = 7420 -> D=4,C=7,A=2,B=0
  R1046: concat(75,20) = 7520 -> D=5,C=7,A=2,B=0
  R1047: concat(76,20) = 7620 -> D=6,C=7,A=2,B=0
  R1048: concat(78,20) = 7820 -> D=8,C=7,A=2,B=0
  R1049: concat(79,20) = 7920 -> D=9,C=7,A=2,B=0
  R1050: concat(81,20) = 8120 -> D=1,C=8,A=2,B=0
  R1051: concat(83,20) = 8320 -> D=3,C=8,A=2,B=0
  R1052: concat(84,20) = 8420 -> D=4,C=8,A=2,B=0
  R1053: concat(85,20) = 8520 -> D=5,C=8,A=2,B=0
  R1054: concat(86,20) = 8620 -> D=6,C=8,A=2,B=0
  R1055: concat(87,20) = 8720 -> D=7,C=8,A=2,B=0
  R1056: concat(89,20) = 8920 -> D=9,C=8,A=2,B=0
  R1057: concat(91,20) = 9120 -> D=1,C=9,A=2,B=0
  R1058: concat(93,20) = 9320 -> D=3,C=9,A=2,B=0
  R1059: concat(94,20) = 9420 -> D=4,C=9,A=2,B=0
  R1060: concat(95,20) = 9520 -> D=5,C=9,A=2,B=0
  R1061: concat(96,20) = 9620 -> D=6,C=9,A=2,B=0
  R1062: concat(97,20) = 9720 -> D=7,C=9,A=2,B=0
  R1063: concat(98,20) = 9820 -> D=8,C=9,A=2,B=0
  R1064: concat(03,21) = 0321 -> D=3,C=0,A=2,B=1
  R1065: concat(04,21) = 0421 -> D=4,C=0,A=2,B=1
  R1066: concat(05,21) = 0521 -> D=5,C=0,A=2,B=1
  R1067: concat(06,21) = 0621 -> D=6,C=0,A=2,B=1
  R1068: concat(07,21) = 0721 -> D=7,C=0,A=2,B=1
  R1069: concat(08,21) = 0821 -> D=8,C=0,A=2,B=1
  R1070: concat(09,21) = 0921 -> D=9,C=0,A=2,B=1
  R1071: concat(30,21) = 3021 -> D=0,C=3,A=2,B=1
  R1072: concat(34,21) = 3421 -> D=4,C=3,A=2,B=1
  R1073: concat(35,21) = 3521 -> D=5,C=3,A=2,B=1
  R1074: concat(36,21) = 3621 -> D=6,C=3,A=2,B=1
  R1075: concat(37,21) = 3721 -> D=7,C=3,A=2,B=1
  R1076: concat(38,21) = 3821 -> D=8,C=3,A=2,B=1
  R1077: concat(39,21) = 3921 -> D=9,C=3,A=2,B=1
  R1078: concat(40,21) = 4021 -> D=0,C=4,A=2,B=1
  R1079: concat(43,21) = 4321 -> D=3,C=4,A=2,B=1
  R1080: concat(45,21) = 4521 -> D=5,C=4,A=2,B=1
  R1081: concat(46,21) = 4621 -> D=6,C=4,A=2,B=1
  R1082: concat(47,21) = 4721 -> D=7,C=4,A=2,B=1
  R1083: concat(48,21) = 4821 -> D=8,C=4,A=2,B=1
  R1084: concat(49,21) = 4921 -> D=9,C=4,A=2,B=1
  R1085: concat(50,21) = 5021 -> D=0,C=5,A=2,B=1
  R1086: concat(53,21) = 5321 -> D=3,C=5,A=2,B=1
  R1087: concat(54,21) = 5421 -> D=4,C=5,A=2,B=1
  R1088: concat(56,21) = 5621 -> D=6,C=5,A=2,B=1
  R1089: concat(57,21) = 5721 -> D=7,C=5,A=2,B=1
  R1090: concat(58,21) = 5821 -> D=8,C=5,A=2,B=1
  R1091: concat(59,21) = 5921 -> D=9,C=5,A=2,B=1
  R1092: concat(60,21) = 6021 -> D=0,C=6,A=2,B=1
  R1093: concat(63,21) = 6321 -> D=3,C=6,A=2,B=1
  R1094: concat(64,21) = 6421 -> D=4,C=6,A=2,B=1
  R1095: concat(65,21) = 6521 -> D=5,C=6,A=2,B=1
  R1096: concat(67,21) = 6721 -> D=7,C=6,A=2,B=1
  R1097: concat(68,21) = 6821 -> D=8,C=6,A=2,B=1
  R1098: concat(69,21) = 6921 -> D=9,C=6,A=2,B=1
  R1099: concat(70,21) = 7021 -> D=0,C=7,A=2,B=1
  R1100: concat(73,21) = 7321 -> D=3,C=7,A=2,B=1
  R1101: concat(74,21) = 7421 -> D=4,C=7,A=2,B=1
  R1102: concat(75,21) = 7521 -> D=5,C=7,A=2,B=1
  R1103: concat(76,21) = 7621 -> D=6,C=7,A=2,B=1
  R1104: concat(78,21) = 7821 -> D=8,C=7,A=2,B=1
  R1105: concat(79,21) = 7921 -> D=9,C=7,A=2,B=1
  R1106: concat(80,21) = 8021 -> D=0,C=8,A=2,B=1
  R1107: concat(83,21) = 8321 -> D=3,C=8,A=2,B=1
  R1108: concat(84,21) = 8421 -> D=4,C=8,A=2,B=1
  R1109: concat(85,21) = 8521 -> D=5,C=8,A=2,B=1
  R1110: concat(86,21) = 8621 -> D=6,C=8,A=2,B=1
  R1111: concat(87,21) = 8721 -> D=7,C=8,A=2,B=1
  R1112: concat(89,21) = 8921 -> D=9,C=8,A=2,B=1
  R1113: concat(90,21) = 9021 -> D=0,C=9,A=2,B=1
  R1114: concat(93,21) = 9321 -> D=3,C=9,A=2,B=1
  R1115: concat(94,21) = 9421 -> D=4,C=9,A=2,B=1
  R1116: concat(95,21) = 9521 -> D=5,C=9,A=2,B=1
  R1117: concat(96,21) = 9621 -> D=6,C=9,A=2,B=1
  R1118: concat(97,21) = 9721 -> D=7,C=9,A=2,B=1
  R1119: concat(98,21) = 9821 -> D=8,C=9,A=2,B=1
  R1120: concat(01,23) = 0123 -> D=1,C=0,A=2,B=3
  R1121: concat(04,23) = 0423 -> D=4,C=0,A=2,B=3
  R1122: concat(05,23) = 0523 -> D=5,C=0,A=2,B=3
  R1123: concat(06,23) = 0623 -> D=6,C=0,A=2,B=3
  R1124: concat(07,23) = 0723 -> D=7,C=0,A=2,B=3
  R1125: concat(08,23) = 0823 -> D=8,C=0,A=2,B=3
  R1126: concat(09,23) = 0923 -> D=9,C=0,A=2,B=3
  R1127: concat(10,23) = 1023 -> D=0,C=1,A=2,B=3
  R1128: concat(14,23) = 1423 -> D=4,C=1,A=2,B=3
  R1129: concat(15,23) = 1523 -> D=5,C=1,A=2,B=3
  R1130: concat(16,23) = 1623 -> D=6,C=1,A=2,B=3
  R1131: concat(17,23) = 1723 -> D=7,C=1,A=2,B=3
  R1132: concat(18,23) = 1823 -> D=8,C=1,A=2,B=3
  R1133: concat(19,23) = 1923 -> D=9,C=1,A=2,B=3
  R1134: concat(40,23) = 4023 -> D=0,C=4,A=2,B=3
  R1135: concat(41,23) = 4123 -> D=1,C=4,A=2,B=3
  R1136: concat(45,23) = 4523 -> D=5,C=4,A=2,B=3
  R1137: concat(46,23) = 4623 -> D=6,C=4,A=2,B=3
  R1138: concat(47,23) = 4723 -> D=7,C=4,A=2,B=3
  R1139: concat(48,23) = 4823 -> D=8,C=4,A=2,B=3
  R1140: concat(49,23) = 4923 -> D=9,C=4,A=2,B=3
  R1141: concat(50,23) = 5023 -> D=0,C=5,A=2,B=3
  R1142: concat(51,23) = 5123 -> D=1,C=5,A=2,B=3
  R1143: concat(54,23) = 5423 -> D=4,C=5,A=2,B=3
  R1144: concat(56,23) = 5623 -> D=6,C=5,A=2,B=3
  R1145: concat(57,23) = 5723 -> D=7,C=5,A=2,B=3
  R1146: concat(58,23) = 5823 -> D=8,C=5,A=2,B=3
  R1147: concat(59,23) = 5923 -> D=9,C=5,A=2,B=3
  R1148: concat(60,23) = 6023 -> D=0,C=6,A=2,B=3
  R1149: concat(61,23) = 6123 -> D=1,C=6,A=2,B=3
  R1150: concat(64,23) = 6423 -> D=4,C=6,A=2,B=3
  R1151: concat(65,23) = 6523 -> D=5,C=6,A=2,B=3
  R1152: concat(67,23) = 6723 -> D=7,C=6,A=2,B=3
  R1153: concat(68,23) = 6823 -> D=8,C=6,A=2,B=3
  R1154: concat(69,23) = 6923 -> D=9,C=6,A=2,B=3
  R1155: concat(70,23) = 7023 -> D=0,C=7,A=2,B=3
  R1156: concat(71,23) = 7123 -> D=1,C=7,A=2,B=3
  R1157: concat(74,23) = 7423 -> D=4,C=7,A=2,B=3
  R1158: concat(75,23) = 7523 -> D=5,C=7,A=2,B=3
  R1159: concat(76,23) = 7623 -> D=6,C=7,A=2,B=3
  R1160: concat(78,23) = 7823 -> D=8,C=7,A=2,B=3
  R1161: concat(79,23) = 7923 -> D=9,C=7,A=2,B=3
  R1162: concat(80,23) = 8023 -> D=0,C=8,A=2,B=3
  R1163: concat(81,23) = 8123 -> D=1,C=8,A=2,B=3
  R1164: concat(84,23) = 8423 -> D=4,C=8,A=2,B=3
  R1165: concat(85,23) = 8523 -> D=5,C=8,A=2,B=3
  R1166: concat(86,23) = 8623 -> D=6,C=8,A=2,B=3
  R1167: concat(87,23) = 8723 -> D=7,C=8,A=2,B=3
  R1168: concat(89,23) = 8923 -> D=9,C=8,A=2,B=3
  R1169: concat(90,23) = 9023 -> D=0,C=9,A=2,B=3
  R1170: concat(91,23) = 9123 -> D=1,C=9,A=2,B=3
  R1171: concat(94,23) = 9423 -> D=4,C=9,A=2,B=3
  R1172: concat(95,23) = 9523 -> D=5,C=9,A=2,B=3
  R1173: concat(96,23) = 9623 -> D=6,C=9,A=2,B=3
  R1174: concat(97,23) = 9723 -> D=7,C=9,A=2,B=3
  R1175: concat(98,23) = 9823 -> D=8,C=9,A=2,B=3
  R1176: concat(01,24) = 0124 -> D=1,C=0,A=2,B=4
  R1177: concat(03,24) = 0324 -> D=3,C=0,A=2,B=4
  R1178: concat(05,24) = 0524 -> D=5,C=0,A=2,B=4
  R1179: concat(06,24) = 0624 -> D=6,C=0,A=2,B=4
  R1180: concat(07,24) = 0724 -> D=7,C=0,A=2,B=4
  R1181: concat(08,24) = 0824 -> D=8,C=0,A=2,B=4
  R1182: concat(09,24) = 0924 -> D=9,C=0,A=2,B=4
  R1183: concat(10,24) = 1024 -> D=0,C=1,A=2,B=4
  R1184: concat(13,24) = 1324 -> D=3,C=1,A=2,B=4
  R1185: concat(15,24) = 1524 -> D=5,C=1,A=2,B=4
  R1186: concat(16,24) = 1624 -> D=6,C=1,A=2,B=4
  R1187: concat(17,24) = 1724 -> D=7,C=1,A=2,B=4
  R1188: concat(18,24) = 1824 -> D=8,C=1,A=2,B=4
  R1189: concat(19,24) = 1924 -> D=9,C=1,A=2,B=4
  R1190: concat(30,24) = 3024 -> D=0,C=3,A=2,B=4
